wav_path,claimed_id,genuine,method,factor,distance,latency_ms
voxceleb1\wav\id11045\AvQ8yF93phA\00001.wav,id11045,True,naive,2,0.535877198019691,265.2732999995351
voxceleb1\wav\id11142\2n8y1cwQoyo\00004.wav,id11142,True,naive,2,0.6011129930073005,255.58499999897322
voxceleb1\wav\id11175\ceU3Lw9-d9M\00004.wav,id11175,True,naive,2,0.505534576833267,252.28989999959595
voxceleb1\wav\id11048\P8-Fq-2Atiw\00006.wav,id11048,True,naive,2,0.5760392770624627,291.0346999997273
voxceleb1\wav\id11048\O8yIcoe2doA\00007.wav,id11048,True,naive,2,0.5872023584617762,469.5004000004701
voxceleb1\wav\id11112\F-f32mt56js\00001.wav,id11112,True,naive,2,0.35385448110073037,347.5971000007121
voxceleb1\wav\id10862\2bn9i9re2yI\00016.wav,id10862,True,naive,2,0.4732429220253326,239.847999999256
voxceleb1\wav\id11009\SiQyvjzbTp8\00004.wav,id11009,True,naive,2,0.40810735899887274,248.97360000068147
voxceleb1\wav\id11059\89FrzqI2x0A\00009.wav,id11059,True,naive,2,0.6027576597103002,248.38619999900402
voxceleb1\wav\id11048\P8-Fq-2Atiw\00008.wav,id11048,True,naive,2,0.5969440061646287,254.4136000014987
voxceleb1\wav\id11251\K7BJPsQgDP8\00001.wav,id11251,True,naive,2,0.7664492553521238,242.83959999957005
voxceleb1\wav\id10802\Alru9YC7xLc\00001.wav,id10802,True,naive,2,0.6153881161935724,235.72590000003402
voxceleb1\wav\id10921\B8oFwcURrps\00007.wav,id10921,True,naive,2,0.4491600807150805,233.43930000010005
voxceleb1\wav\id10756\3kvWhMqqhhA\00007.wav,id10756,True,naive,2,0.5571919892775146,248.54229999982635
voxceleb1\wav\id11073\9sGEfsatKi8\00004.wav,id11073,True,naive,2,0.38354855127735876,265.0370000010298
voxceleb1\wav\id10645\FvwFfMvvIQ0\00002.wav,id10645,True,naive,2,0.5775599259897479,266.01300000038464
voxceleb1\wav\id10824\Ez1o4NcC7pY\00003.wav,id10824,True,naive,2,0.4749981513737621,257.2803999992175
voxceleb1\wav\id10400\QS6RrYT7KKM\00002.wav,id10400,True,naive,2,0.43148391547169884,241.53630000000703
voxceleb1\wav\id10862\2bn9i9re2yI\00010.wav,id10862,True,naive,2,0.49161423141768124,241.43249999906402
voxceleb1\wav\id10950\8pDGaKmyWhU\00014.wav,id10950,True,naive,2,0.7058425782488515,237.6021000000037
voxceleb1\wav\id10786\9w-EimtMXWs\00010.wav,id10786,True,naive,2,0.47853990832655846,246.79140000080224
voxceleb1\wav\id10994\5GLhL4Km-_0\00008.wav,id10994,True,naive,2,0.6214066451385929,251.04760000067472
voxceleb1\wav\id10797\BDhnUQwGYAo\00012.wav,id10797,True,naive,2,0.6824571442581395,290.6268999995518
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00007.wav,id10875,True,naive,2,0.5718071108299785,295.21759999988717
voxceleb1\wav\id10329\EXBuk_FwHu0\00015.wav,id10329,True,naive,2,0.4164309342307527,290.5391000003874
voxceleb1\wav\id10400\UkZsd-dpZTg\00008.wav,id10400,True,naive,2,0.5317798958544836,297.9386999995768
voxceleb1\wav\id10736\Wx-dJoKmZQk\00005.wav,id10736,True,naive,2,0.5032513848290152,255.05909999992582
voxceleb1\wav\id10762\1ZWoxzrBYH8\00013.wav,id10762,True,naive,2,0.45991664187888115,242.4094000016339
voxceleb1\wav\id10400\UkZsd-dpZTg\00004.wav,id10400,True,naive,2,0.48152794687742273,274.6970999996847
voxceleb1\wav\id11175\9jq2l0AMcNA\00018.wav,id11175,True,naive,2,0.6621795115170359,282.40680000089924
voxceleb1\wav\id11083\e216s0XVJIA\00004.wav,id11083,True,naive,2,0.42135066491188344,277.15080000052694
voxceleb1\wav\id11009\IJrEEVoYmWw\00004.wav,id11009,True,naive,2,0.5683770010180518,276.14790000006906
voxceleb1\wav\id10329\EXBuk_FwHu0\00022.wav,id10329,True,naive,2,0.4811969805444116,279.21410000089963
voxceleb1\wav\id10745\GeM07WoKPRQ\00005.wav,id10745,True,naive,2,0.44838274225198094,236.3580000001093
voxceleb1\wav\id10786\BP8Lsp8p8iY\00006.wav,id10786,True,naive,2,0.6105577423747608,242.08830000134185
voxceleb1\wav\id10736\QU2_gJwqlrk\00002.wav,id10736,True,naive,2,0.8436686630682395,254.22280000020692
voxceleb1\wav\id11073\9sGEfsatKi8\00001.wav,id11073,True,naive,2,0.4316136842937289,250.48140000035346
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00006.wav,id10875,True,naive,2,0.42703821904059114,260.955700001432
voxceleb1\wav\id10875\bDzNAlq_PXY\00010.wav,id10875,True,naive,2,0.5404649816653918,269.5055999993201
voxceleb1\wav\id10862\2bn9i9re2yI\00027.wav,id10862,True,naive,2,0.4660015060379401,269.5209000012255
voxceleb1\wav\id10592\8IIwLtU_XrQ\00005.wav,id10592,True,naive,2,0.47654886116249173,251.9840999993903
voxceleb1\wav\id10802\Hx-Zv22BEQU\00001.wav,id10802,True,naive,2,0.5628050750043989,244.80550000043877
voxceleb1\wav\id10530\B8oeUlhmqFE\00007.wav,id10530,True,naive,2,0.7368700802472412,238.0898999999772
voxceleb1\wav\id11073\9sGEfsatKi8\00003.wav,id11073,True,naive,2,0.4118358159412976,254.50739999905636
voxceleb1\wav\id10508\OZxQo0H6O28\00006.wav,id10508,True,naive,2,0.7239736268604469,267.273399998885
voxceleb1\wav\id11045\5AQnA6DzZ80\00001.wav,id11045,True,naive,2,0.6206897091891543,276.56300000126066
voxceleb1\wav\id10329\EXBuk_FwHu0\00012.wav,id10329,True,naive,2,0.5716164427889168,278.79329999996116
voxceleb1\wav\id10862\2bn9i9re2yI\00018.wav,id10862,True,naive,2,0.47861772039604733,272.75899999949615
voxceleb1\wav\id10946\MSCo-Dauf1M\00002.wav,id10946,True,naive,2,0.6959765228597896,259.0909999998985
voxceleb1\wav\id11112\BtvYf7-8Vr4\00008.wav,id11112,True,naive,2,0.4282451311515436,270.3216000008979
voxceleb1\wav\id11175\9jq2l0AMcNA\00015.wav,id11175,True,naive,2,0.4356519741257441,267.37669999965874
voxceleb1\wav\id10802\IURLbUMafXs\00002.wav,id10802,True,naive,2,0.49150284536522115,285.61749999971653
voxceleb1\wav\id11142\Gicu1gUl6iw\00004.wav,id11142,True,naive,2,0.5718586615658577,288.35720000097353
voxceleb1\wav\id11251\Tmh87G_cDZo\00003.wav,id11251,True,naive,2,0.6149207761330827,257.82320000143955
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00004.wav,id11083,True,naive,2,0.5031582969262975,274.6352999984083
voxceleb1\wav\id10921\B8oFwcURrps\00004.wav,id10921,True,naive,2,0.4082092392589519,271.4408000010735
voxceleb1\wav\id10912\3efhGhqizHg\00002.wav,id10912,True,naive,2,0.4278814948244941,247.81890000122075
voxceleb1\wav\id10745\5EPvrY18MoQ\00008.wav,id10745,True,naive,2,0.4308227911523794,242.08679999901506
voxceleb1\wav\id11048\O8yIcoe2doA\00006.wav,id11048,True,naive,2,0.581303060797292,253.624499999205
voxceleb1\wav\id10912\2yUgv3B_YcI\00016.wav,id10912,True,naive,2,0.40380239347884483,268.64949999981036
voxceleb1\wav\id10756\3kvWhMqqhhA\00004.wav,id10756,True,naive,2,0.4803629066429961,274.0624999987631
voxceleb1\wav\id11142\Gicu1gUl6iw\00012.wav,id11142,True,naive,2,0.5315064401173633,251.43239999852085
voxceleb1\wav\id10950\9PdJXCWsX1w\00001.wav,id10950,True,naive,2,0.4769280492920076,248.95380000089062
voxceleb1\wav\id10736\8hMkhwBzaJY\00009.wav,id10736,True,naive,2,0.5619492694761085,253.0397999998968
voxceleb1\wav\id10476\agQ0RfUEo14\00003.wav,id10476,True,naive,2,0.514373194902253,250.56039999981294
voxceleb1\wav\id11175\9jq2l0AMcNA\00012.wav,id11175,True,naive,2,0.49321676114999413,257.49829999949725
voxceleb1\wav\id11045\HewcG4UqpIU\00009.wav,id11045,True,naive,2,0.5306939214940773,265.04190000014205
voxceleb1\wav\id10745\GeM07WoKPRQ\00004.wav,id10745,True,naive,2,0.6416477502742328,281.6456000000471
voxceleb1\wav\id11112\F-f32mt56js\00002.wav,id11112,True,naive,2,0.3689965366526311,286.547800000335
voxceleb1\wav\id11251\Dfid1LOxOT8\00004.wav,id11251,True,naive,2,0.5573352257811979,284.9279000001843
voxceleb1\wav\id10946\NdrTWoGwC7k\00006.wav,id10946,True,naive,2,0.69038421725146,268.9442999999301
voxceleb1\wav\id11251\Dfid1LOxOT8\00003.wav,id11251,True,naive,2,0.5154556951177984,264.01959999930114
voxceleb1\wav\id11009\SiQyvjzbTp8\00003.wav,id11009,True,naive,2,0.46081218825008574,251.9798000012088
voxceleb1\wav\id11251\Tmh87G_cDZo\00001.wav,id11251,True,naive,2,0.6575753452451522,258.73780000074476
voxceleb1\wav\id11251\AvV4LWBq00g\00002.wav,id11251,True,naive,2,0.6592901381375307,251.20690000039758
voxceleb1\wav\id10530\CKRWmWrEU00\00007.wav,id10530,True,naive,2,0.5755440419359993,251.90770000153861
voxceleb1\wav\id11175\9jq2l0AMcNA\00009.wav,id11175,True,naive,2,0.49108138182236205,267.363099999784
voxceleb1\wav\id10476\agQ0RfUEo14\00006.wav,id10476,True,naive,2,0.5214549826480647,276.5755000000354
voxceleb1\wav\id11009\FUemeogd1lA\00003.wav,id11009,True,naive,2,0.41817042517266656,271.33340000000317
voxceleb1\wav\id10745\GeM07WoKPRQ\00003.wav,id10745,True,naive,2,0.5382671603742337,273.3740999992733
voxceleb1\wav\id10950\8pDGaKmyWhU\00003.wav,id10950,True,naive,2,0.5279914432864782,283.26580000066315
voxceleb1\wav\id10456\UzUsGNJ9cEs\00001.wav,id10736,False,naive,2,0.9014782897620017,251.9438999988779
voxceleb1\wav\id10862\2bn9i9re2yI\00017.wav,bartek_t,False,naive,2,1.0495646650977735,259.4361999999819
voxceleb1\wav\id10797\BDhnUQwGYAo\00016.wav,id10994,False,naive,2,0.9203620923491193,261.16170000022976
voxceleb1\wav\id10802\Hx-Zv22BEQU\00001.wav,id10645,False,naive,2,0.9325285664973184,258.096999999907
voxceleb1\wav\id10456\Lrgya-GutUg\00004.wav,id10600,False,naive,2,0.9867234559238104,271.3874000000942
voxceleb1\wav\id10824\EPj8oj_wjI4\00002.wav,id10530,False,naive,2,0.8911936291017677,287.41809999883117
voxceleb1\wav\id10329\EXBuk_FwHu0\00014.wav,id10946,False,naive,2,1.0357155779495817,282.60600000066916
voxceleb1\wav\id10921\9tW_4EHjdZs\00001.wav,id10862,False,naive,2,1.006675418118089,309.94879999889235
voxceleb1\wav\id10745\GeM07WoKPRQ\00002.wav,id10756,False,naive,2,0.8199223410442427,286.4919000003283
voxceleb1\wav\id10530\7Qk9YtRpUe0\00003.wav,id10946,False,naive,2,0.9420923298253693,301.96670000077575
voxceleb1\wav\id11045\HewcG4UqpIU\00007.wav,id10745,False,naive,2,0.8963492763562213,300.454099999115
voxceleb1\wav\id11142\Gicu1gUl6iw\00008.wav,id10921,False,naive,2,1.0115244699329606,268.1507999986934
voxceleb1\wav\id11073\9sGEfsatKi8\00010.wav,id11073,False,naive,2,0.40319762997013797,260.49910000074306
voxceleb1\wav\id10756\3kvWhMqqhhA\00014.wav,id11083,False,naive,2,0.9655866671798847,256.76239999847894
voxceleb1\wav\id10400\T2huaLHjXY0\00002.wav,id10456,False,naive,2,0.9104535766863863,259.6561999998812
voxceleb1\wav\id11083\WQrVyLYxYKE\00003.wav,id10994,False,naive,2,0.9724816441789561,248.27759999971022
voxceleb1\wav\id11142\Gicu1gUl6iw\00002.wav,id10736,False,naive,2,0.9730683925861079,256.08379999903264
voxceleb1\wav\id11142\Gicu1gUl6iw\00012.wav,krzysiek,False,naive,2,1.0145810450040278,256.1218999999255
voxceleb1\wav\id10824\FbKRFA9Efgc\00001.wav,id10950,False,naive,2,0.8970012143234164,253.69280000086292
voxceleb1\wav\id10745\GeM07WoKPRQ\00001.wav,id10530,False,naive,2,0.9533518209150262,254.69130000055884
voxceleb1\wav\id11251\Dfid1LOxOT8\00004.wav,id11048,False,naive,2,0.7738984282074192,258.7266999998974
voxceleb1\wav\id10797\BDhnUQwGYAo\00014.wav,id10802,False,naive,2,0.8694254745560961,253.88759999987087
voxceleb1\wav\id10946\MSCo-Dauf1M\00003.wav,id10508,False,naive,2,0.8963059052166533,251.11049999941315
voxceleb1\wav\id10745\9NpQb6wgnNI\00005.wav,id11251,False,naive,2,0.858328020946508,285.47900000012305
voxceleb1\wav\id10600\I2RI1fFmtT4\00001.wav,id11009,False,naive,2,1.0191942187292835,268.6919999996462
voxceleb1\wav\id10745\9NpQb6wgnNI\00004.wav,id10802,False,naive,2,0.8678407433090066,266.07920000060403
voxceleb1\wav\id11045\HewcG4UqpIU\00006.wav,id10476,False,naive,2,0.9535145303212582,247.0634000001155
voxceleb1\wav\id10645\PpufCRHg9os\00002.wav,bartek_m,False,naive,2,0.8377299317382593,251.7331999988528
voxceleb1\wav\id10736\QU2_gJwqlrk\00002.wav,id10508,False,naive,2,0.9234113789392444,268.6568000008265
voxceleb1\wav\id10456\Lrgya-GutUg\00003.wav,bartek_m,False,naive,2,1.0319743017640273,246.28320000010717
voxceleb1\wav\id11045\2miKTQb6chA\00013.wav,id11112,False,naive,2,0.9128136079779183,261.36070000029576
voxceleb1\wav\id10400\T2huaLHjXY0\00004.wav,id10900,False,naive,2,0.9811197183846533,288.6975999990682
voxceleb1\wav\id10946\CSMzcozTg08\00005.wav,id11073,False,naive,2,0.831800254646526,307.3481000010361
voxceleb1\wav\id11251\7GtZpUtReJ8\00005.wav,id11251,False,naive,2,0.5811577316910763,285.68339999947057
voxceleb1\wav\id10786\CWtlsidCW0w\00004.wav,id11175,False,naive,2,0.9242455882497342,279.11479999966105
voxceleb1\wav\id10786\BP8Lsp8p8iY\00009.wav,id10736,False,naive,2,0.940109071953715,248.6162000004697
voxceleb1\wav\id11251\Dfid1LOxOT8\00003.wav,id11251,False,naive,2,0.5154556951177984,255.25460000062594
voxceleb1\wav\id11083\G2ktKa3zK-g\00003.wav,id10862,False,naive,2,0.9294661076884314,268.80570000139414
voxceleb1\wav\id10476\agQ0RfUEo14\00008.wav,bartek_m,False,naive,2,0.9273877455667711,282.62200000062876
voxceleb1\wav\id10786\BP8Lsp8p8iY\00010.wav,bartek_m,False,naive,2,0.8622470584542907,283.2285000004049
voxceleb1\wav\id11048\O8yIcoe2doA\00005.wav,id11045,False,naive,2,0.7779329801740216,267.4848999995447
voxceleb1\wav\id10756\3kvWhMqqhhA\00005.wav,id11251,False,naive,2,0.9342359113572342,272.7887000000919
voxceleb1\wav\id10456\M2oGSkEpyEc\00001.wav,id10600,False,naive,2,0.971058821736144,263.1117999990238
voxceleb1\wav\id11251\7GtZpUtReJ8\00003.wav,id11251,False,naive,2,0.5616291164957867,270.9121999996569
voxceleb1\wav\id11073\9sGEfsatKi8\00008.wav,id10592,False,naive,2,0.9702123316590239,261.59520000146586
voxceleb1\wav\id10921\B8oFwcURrps\00012.wav,id11112,False,naive,2,0.9096889131863043,265.9743999993225
voxceleb1\wav\id10756\3kvWhMqqhhA\00006.wav,id10762,False,naive,2,0.8183362723007541,257.52269999975397
voxceleb1\wav\id11048\P8-Fq-2Atiw\00010.wav,id10802,False,naive,2,0.8927708179292149,272.12970000073256
voxceleb1\wav\id10645\PpufCRHg9os\00008.wav,id11048,False,naive,2,0.9640805183455352,279.5016999989457
voxceleb1\wav\id11073\X2JQAUc-vnc\00002.wav,id10786,False,naive,2,0.9854808809635727,299.791000001278
voxceleb1\wav\id11045\AvQ8yF93phA\00001.wav,id10745,False,naive,2,0.9101287764986707,263.29550000082236
voxceleb1\wav\id10994\5GLhL4Km-_0\00008.wav,id10994,False,naive,2,0.6214066451385929,262.42119999915303
voxceleb1\wav\id11045\2miKTQb6chA\00011.wav,id11045,False,naive,2,0.47429744077351765,275.81459999964864
voxceleb1\wav\id11112\F-f32mt56js\00008.wav,id10400,False,naive,2,0.9564795036147773,285.1580999995349
voxceleb1\wav\id10824\Ez1o4NcC7pY\00001.wav,id10797,False,naive,2,1.0470831444690796,297.253599999749
voxceleb1\wav\id11142\2n8y1cwQoyo\00006.wav,bartek_t,False,naive,2,0.9890621277537162,293.3873999991192
voxceleb1\wav\id10912\2yUgv3B_YcI\00017.wav,bartek_t,False,naive,2,0.9494562734335628,280.75340000032156
voxceleb1\wav\id11142\Gicu1gUl6iw\00003.wav,id11251,False,naive,2,0.8878460614066338,283.6874999993597
voxceleb1\wav\id10400\QS6RrYT7KKM\00007.wav,id10645,False,naive,2,0.9650014236149834,264.9048999992374
voxceleb1\wav\id11175\ceU3Lw9-d9M\00001.wav,id10875,False,naive,2,0.9137451757256946,260.52659999913885
voxceleb1\wav\id11112\BtvYf7-8Vr4\00003.wav,id11073,False,naive,2,0.9501190934198773,257.0615999993606
voxceleb1\wav\id10900\6ciWZe60ahQ\00008.wav,id10900,False,naive,2,0.5127657979341573,274.38939999956347
voxceleb1\wav\id10875\bDzNAlq_PXY\00009.wav,krzysiek,False,naive,2,0.7697431241046103,263.0592000004981
voxceleb1\wav\id11009\FUemeogd1lA\00005.wav,id11048,False,naive,2,0.9771538786206776,256.30830000045535
voxceleb1\wav\id10530\B8oeUlhmqFE\00007.wav,id10476,False,naive,2,0.9772162446906797,259.6633000011934
voxceleb1\wav\id10802\FuJgSCtw2VA\00005.wav,id10862,False,naive,2,0.8300633321541451,261.4861000001838
voxceleb1\wav\id10802\Alru9YC7xLc\00001.wav,id10762,False,naive,2,0.9272579743762648,258.24009999996633
voxceleb1\wav\id10456\Liau5LQUvcQ\00001.wav,id10994,False,naive,2,0.9721404607785137,265.01439999992726
voxceleb1\wav\id10329\EXBuk_FwHu0\00013.wav,id11048,False,naive,2,0.7940430662348322,279.71209999850544
voxceleb1\wav\id11251\9h3PzQ9kL4w\00001.wav,id10921,False,naive,2,0.8903983548815895,292.14540000066336
voxceleb1\wav\id11009\SiQyvjzbTp8\00006.wav,bartek_t,False,naive,2,1.0298516439587397,272.6595999993151
voxceleb1\wav\id10762\3sfzgqqtbKM\00003.wav,id10508,False,naive,2,0.8801095782847762,262.60829999955604
voxceleb1\wav\id10745\GeM07WoKPRQ\00007.wav,id10762,False,naive,2,0.8787300990345982,273.36599999944156
voxceleb1\wav\id10736\FiuNwOmESq8\00002.wav,id11045,False,naive,2,1.0916675003207188,281.64749999996275
voxceleb1\wav\id10745\A8-uShr2gJc\00001.wav,id10600,False,naive,2,0.9348890097771134,275.062099999559
voxceleb1\wav\id11175\9jq2l0AMcNA\00015.wav,id10824,False,naive,2,0.8604223839576688,298.559099999693
voxceleb1\wav\id10797\PAWMq0oYIxI\00001.wav,bartek_t,False,naive,2,0.8310912240678221,341.66560000085155
voxceleb1\wav\id10946\MSCo-Dauf1M\00002.wav,id10600,False,naive,2,0.9710762568254053,321.59539999884146
voxceleb1\wav\id10508\8t97-YsuqpM\00011.wav,id10994,False,naive,2,0.922293175411273,298.17179999918153
voxceleb1\wav\id10329\EXBuk_FwHu0\00015.wav,id10645,False,naive,2,0.9491892815482159,293.71010000068054
voxceleb1\wav\id10745\A8-uShr2gJc\00002.wav,id10786,False,naive,2,0.9965736869328887,290.39670000020124
voxceleb1\wav\id10994\5GLhL4Km-_0\00022.wav,id10824,False,naive,2,0.8969051622602736,266.4014000001771
voxceleb1\wav\id10476\W5nH1YBDHUg\00003.wav,id11045,False,naive,2,0.8582584684385046,269.42269999926793
voxceleb1\wav\id10912\67p2Yi5aHUM\00002.wav,id10786,False,naive,2,1.0391953459158956,255.26340000033088
voxceleb1\wav\id11009\FUemeogd1lA\00007.wav,id10329,False,naive,2,0.8959437055920811,250.9740999994392
voxceleb1\wav\id11251\K7BJPsQgDP8\00001.wav,id10802,False,naive,2,0.8955255308329472,243.6240999995789
voxceleb1\wav\id10824\EPj8oj_wjI4\00006.wav,id10797,False,naive,2,1.0474656438959997,259.1439000007085
voxceleb1\wav\id10400\QS6RrYT7KKM\00002.wav,id10802,False,naive,2,0.9073609469310773,273.9517000009073
voxceleb1\wav\id10645\PpufCRHg9os\00004.wav,id11251,False,naive,2,0.8052782525005554,262.33139999931154
voxceleb1\wav\id10762\3sfzgqqtbKM\00006.wav,id10745,False,naive,2,0.8108909740076801,277.5877000003675
voxceleb1\wav\id10745\9NpQb6wgnNI\00001.wav,id10862,False,naive,2,0.9399107092410307,258.4750999994867
voxceleb1\wav\id11142\Gicu1gUl6iw\00010.wav,id11073,False,naive,2,0.964731927548701,268.2753999997658
voxceleb1\wav\id10862\2bn9i9re2yI\00011.wav,id10745,False,naive,2,1.0445550279909124,250.06550000034622
voxceleb1\wav\id10946\CSMzcozTg08\00006.wav,id10786,False,naive,2,0.8888157067130067,270.5882999998721
voxceleb1\wav\id10862\2bn9i9re2yI\00019.wav,id10862,False,naive,2,0.6343930552901622,271.40220000001136
voxceleb1\wav\id10645\FvwFfMvvIQ0\00001.wav,id10912,False,naive,2,0.9175099011788446,261.5829999995185
voxceleb1\wav\id10736\8hMkhwBzaJY\00012.wav,id10745,False,naive,2,0.8345221823719638,252.21029999920574
voxceleb1\wav\id10745\GeM07WoKPRQ\00005.wav,id10530,False,naive,2,0.9938470539691326,250.78389999907813
voxceleb1\wav\id11073\M44AVe_BcGE\00001.wav,id11009,False,naive,2,1.133929293157602,269.81960000011895
voxceleb1\wav\id10456\Lrgya-GutUg\00009.wav,id11009,False,naive,2,0.9547580814033366,279.32940000027884
voxceleb1\wav\id10762\1ZWoxzrBYH8\00009.wav,id10476,False,naive,2,1.023618987289532,287.8104000010353
voxceleb1\wav\id10950\8pDGaKmyWhU\00008.wav,id11073,False,naive,2,0.9139277903592494,293.0173000004288
voxceleb1\wav\id10950\9PdJXCWsX1w\00001.wav,id10756,False,naive,2,1.0067254686601435,292.9795000000013
voxceleb1\wav\id10600\ILvCnoHCpMs\00005.wav,id10745,False,naive,2,0.9724138294788667,267.97289999922214
voxceleb1\wav\id11048\O8yIcoe2doA\00006.wav,krzysiek,False,naive,2,0.983205107939588,256.26850000116974
voxceleb1\wav\id10762\1ZWoxzrBYH8\00012.wav,id10530,False,naive,2,1.0128167427241652,260.7628999994631
voxceleb1\wav\id11112\F-f32mt56js\00007.wav,id11083,False,naive,2,0.9314265949967033,271.45439999912924
voxceleb1\wav\id10530\7Qk9YtRpUe0\00002.wav,id11048,False,naive,2,0.9566913770144516,267.7177000005031
voxceleb1\wav\id10530\CKRWmWrEU00\00005.wav,id11009,False,naive,2,0.9717801116514271,289.06610000012734
voxceleb1\wav\id11142\Gicu1gUl6iw\00016.wav,id10508,False,naive,2,0.9311014754886948,276.7573999990418
voxceleb1\wav\id10329\EXBuk_FwHu0\00026.wav,id10802,False,naive,2,0.8452194018683631,296.0131999989244
voxceleb1\wav\id10802\FuJgSCtw2VA\00009.wav,id10824,False,naive,2,0.8614945235227571,299.3287000008422
voxceleb1\wav\id10921\B8oFwcURrps\00005.wav,id11251,False,naive,2,0.8980669258227039,286.5982000002987
voxceleb1\wav\id10530\B8oeUlhmqFE\00002.wav,id10600,False,naive,2,0.9318149054665725,280.34909999951196
voxceleb1\wav\id10994\5GLhL4Km-_0\00007.wav,id10950,False,naive,2,0.9229123213756303,258.1439000005048
voxceleb1\wav\id11175\9jq2l0AMcNA\00018.wav,id10600,False,naive,2,0.8891369852333915,253.0894999999873
voxceleb1\wav\id10400\UkZsd-dpZTg\00006.wav,id10400,True,naive,5,0.7399054902671212,273.0473000010534
