wav_path,claimed_id,genuine,codec,bitrate_kbps,distance,latency_ms
voxceleb1\wav\id11048\O8yIcoe2doA\00007.wav,id11048,True,mp3,32,0.34966384543591766,1411.888499998895
voxceleb1\wav\id11112\F-f32mt56js\00001.wav,id11112,True,mp3,32,0.3126855144771725,1141.2673000013456
voxceleb1\wav\id10862\2bn9i9re2yI\00016.wav,id10862,True,mp3,32,0.33767982745328484,1236.4288000026136
voxceleb1\wav\id11009\SiQyvjzbTp8\00004.wav,id11009,True,mp3,32,0.31327858801865494,1195.2306000021053
voxceleb1\wav\id11059\89FrzqI2x0A\00009.wav,id11059,True,mp3,32,0.30769616491622165,1361.3568000000669
voxceleb1\wav\id11048\P8-Fq-2Atiw\00008.wav,id11048,True,mp3,32,0.416684977508861,1641.819199998281
voxceleb1\wav\id11251\K7BJPsQgDP8\00001.wav,id11251,True,mp3,32,0.6815937369422,1497.9488000026322
voxceleb1\wav\id10802\Alru9YC7xLc\00001.wav,id10802,True,mp3,32,0.3796699061306643,1512.9238999943482
voxceleb1\wav\id10921\B8oFwcURrps\00007.wav,id10921,True,mp3,32,0.31815651435783776,1038.165999998455
voxceleb1\wav\id10756\3kvWhMqqhhA\00007.wav,id10756,True,mp3,32,0.5021528265316217,1139.0122000011615
voxceleb1\wav\id11073\9sGEfsatKi8\00004.wav,id11073,True,mp3,32,0.28841767629034665,1029.414500000712
voxceleb1\wav\id10645\FvwFfMvvIQ0\00002.wav,id10645,True,mp3,32,0.47193874727711893,982.1107000025222
voxceleb1\wav\id10824\Ez1o4NcC7pY\00003.wav,id10824,True,mp3,32,0.3614760325482651,993.6662999971304
voxceleb1\wav\id10400\QS6RrYT7KKM\00002.wav,id10400,True,mp3,32,0.33878199527896036,920.9345999988727
voxceleb1\wav\id10862\2bn9i9re2yI\00010.wav,id10862,True,mp3,32,0.3274897165116316,934.4332999971812
voxceleb1\wav\id10950\8pDGaKmyWhU\00014.wav,id10950,True,mp3,32,0.5706359410642714,1305.4470999995829
voxceleb1\wav\id10786\9w-EimtMXWs\00010.wav,id10786,True,mp3,32,0.2762716486543262,1184.0078000022913
voxceleb1\wav\id10994\5GLhL4Km-_0\00008.wav,id10994,True,mp3,32,0.4092578686109326,1114.529999998922
voxceleb1\wav\id10797\BDhnUQwGYAo\00012.wav,id10797,True,mp3,32,0.5924088612822931,1015.6854999950156
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00007.wav,id10875,True,mp3,32,0.29409509916236776,925.2336000063224
voxceleb1\wav\id10329\EXBuk_FwHu0\00015.wav,id10329,True,mp3,32,0.25948093404528216,779.7554999997374
voxceleb1\wav\id10400\UkZsd-dpZTg\00008.wav,id10400,True,mp3,32,0.38210852672158446,831.9539000003715
voxceleb1\wav\id10736\Wx-dJoKmZQk\00005.wav,id10736,True,mp3,32,0.3844983621926321,763.7680000043474
voxceleb1\wav\id10762\1ZWoxzrBYH8\00013.wav,id10762,True,mp3,32,0.4164591147529394,909.9554999993416
voxceleb1\wav\id10400\UkZsd-dpZTg\00004.wav,id10400,True,mp3,32,0.31443738909452046,980.4145000016433
voxceleb1\wav\id11175\9jq2l0AMcNA\00018.wav,id11175,True,mp3,32,0.5252719300460074,832.187600004545
voxceleb1\wav\id11083\e216s0XVJIA\00004.wav,id11083,True,mp3,32,0.40828465428345284,1131.224700002349
voxceleb1\wav\id11009\IJrEEVoYmWw\00004.wav,id11009,True,mp3,32,0.3829710506041445,1003.8604000001214
voxceleb1\wav\id10329\EXBuk_FwHu0\00022.wav,id10329,True,mp3,32,0.3302324729037035,989.2713000008371
voxceleb1\wav\id10745\GeM07WoKPRQ\00005.wav,id10745,True,mp3,32,0.3108611008368045,1028.6949000001187
voxceleb1\wav\id10786\BP8Lsp8p8iY\00006.wav,id10786,True,mp3,32,0.3999402442496617,1329.4113999945694
voxceleb1\wav\id10736\QU2_gJwqlrk\00002.wav,id10736,True,mp3,32,0.6200594624712195,1072.577499995532
voxceleb1\wav\id11073\9sGEfsatKi8\00001.wav,id11073,True,mp3,32,0.3275346030400935,802.9182000027504
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00006.wav,id10875,True,mp3,32,0.311477889493846,940.8008999962476
voxceleb1\wav\id10875\bDzNAlq_PXY\00010.wav,id10875,True,mp3,32,0.4163298202811807,1121.1581000025035
voxceleb1\wav\id10862\2bn9i9re2yI\00027.wav,id10862,True,mp3,32,0.3064039685779313,1166.5031000011368
voxceleb1\wav\id10592\8IIwLtU_XrQ\00005.wav,id10592,True,mp3,32,0.3756843429127197,904.822199998307
voxceleb1\wav\id10802\Hx-Zv22BEQU\00001.wav,id10802,True,mp3,32,0.4911554649722356,695.3771999978926
voxceleb1\wav\id10530\B8oeUlhmqFE\00007.wav,id10530,True,mp3,32,0.5389501065396292,867.9516999982297
voxceleb1\wav\id11073\9sGEfsatKi8\00003.wav,id11073,True,mp3,32,0.38919112452236393,867.4735000022338
voxceleb1\wav\id10508\OZxQo0H6O28\00006.wav,id10508,True,mp3,32,0.623635222652559,1115.994399995543
voxceleb1\wav\id11045\5AQnA6DzZ80\00001.wav,id11045,True,mp3,32,0.42112595506691475,1010.5438999962644
voxceleb1\wav\id10329\EXBuk_FwHu0\00012.wav,id10329,True,mp3,32,0.37898317480575905,948.2084000046598
voxceleb1\wav\id10862\2bn9i9re2yI\00018.wav,id10862,True,mp3,32,0.3271136111139723,947.866199996497
voxceleb1\wav\id10946\MSCo-Dauf1M\00002.wav,id10946,True,mp3,32,0.47920238738123255,899.4984000019031
voxceleb1\wav\id11112\BtvYf7-8Vr4\00008.wav,id11112,True,mp3,32,0.47498236071087807,1179.210400005104
voxceleb1\wav\id11175\9jq2l0AMcNA\00015.wav,id11175,True,mp3,32,0.3734911885065856,1228.9975000021514
voxceleb1\wav\id10802\IURLbUMafXs\00002.wav,id10802,True,mp3,32,0.33220400043713494,876.0351000019
voxceleb1\wav\id11142\Gicu1gUl6iw\00004.wav,id11142,True,mp3,32,0.47106248877151713,809.8562999948626
voxceleb1\wav\id11251\Tmh87G_cDZo\00003.wav,id11251,True,mp3,32,0.45678473298650357,890.2218000002904
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00004.wav,id11083,True,mp3,32,0.38894256491386436,869.1083000012441
voxceleb1\wav\id10921\B8oFwcURrps\00004.wav,id10921,True,mp3,32,0.336052930155723,871.4481999995769
voxceleb1\wav\id10912\3efhGhqizHg\00002.wav,id10912,True,mp3,32,0.3933996290285582,872.0478999966872
voxceleb1\wav\id10745\5EPvrY18MoQ\00008.wav,id10745,True,mp3,32,0.24078862831115022,1154.2396000004373
voxceleb1\wav\id11048\O8yIcoe2doA\00006.wav,id11048,True,mp3,32,0.44844609665545976,1655.1946000035969
voxceleb1\wav\id10912\2yUgv3B_YcI\00016.wav,id10912,True,mp3,32,0.30636593072834617,1432.63790000492
voxceleb1\wav\id10756\3kvWhMqqhhA\00004.wav,id10756,True,mp3,32,0.357635622349736,986.1267000014777
voxceleb1\wav\id11142\Gicu1gUl6iw\00012.wav,id11142,True,mp3,32,0.38917830289416433,935.1748999979463
voxceleb1\wav\id10950\9PdJXCWsX1w\00001.wav,id10950,True,mp3,32,0.38116455075354905,845.2963999952772
voxceleb1\wav\id10736\8hMkhwBzaJY\00009.wav,id10736,True,mp3,32,0.37540366340907894,796.7859000054887
voxceleb1\wav\id10476\agQ0RfUEo14\00003.wav,id10476,True,mp3,32,0.455891208953049,1044.9134000009508
voxceleb1\wav\id10862\2bn9i9re2yI\00025.wav,id10329,False,mp3,32,0.9062746032918062,1023.149900000135
voxceleb1\wav\id10530\B8oeUlhmqFE\00007.wav,id10476,False,mp3,32,0.9486714140319804,845.5376999991131
voxceleb1\wav\id10900\EWCiDtQ67bQ\00002.wav,id10950,False,mp3,32,0.8169642232701446,985.0708999947528
voxceleb1\wav\id10797\BDhnUQwGYAo\00013.wav,id10745,False,mp3,32,1.0675450391565415,901.6262000004645
voxceleb1\wav\id10745\5EPvrY18MoQ\00010.wav,id10797,False,mp3,32,1.0623678813954152,1013.2740999979433
voxceleb1\wav\id11112\F-f32mt56js\00003.wav,id10508,False,mp3,32,0.8497871295901405,1333.9887999973143
voxceleb1\wav\id11045\HewcG4UqpIU\00006.wav,id10476,False,mp3,32,0.9154574616987121,1191.5182000011555
voxceleb1\wav\id10994\8s305d0nSog\00001.wav,id10476,False,mp3,32,0.9115297303289698,1050.8638999963296
voxceleb1\wav\id10736\QhWw4AxHRrQ\00002.wav,id11048,False,mp3,32,0.9061612424003662,933.6887999961618
voxceleb1\wav\id10400\UkZsd-dpZTg\00007.wav,id10756,False,mp3,32,0.9545023852082811,944.8229999979958
voxceleb1\wav\id10745\GeM07WoKPRQ\00007.wav,id10762,False,mp3,32,0.8990438652395905,928.8527999960934
voxceleb1\wav\id10456\M2oGSkEpyEc\00004.wav,id10736,False,mp3,32,0.9146571283020668,868.0295999947703
voxceleb1\wav\id10756\3kvWhMqqhhA\00012.wav,id10592,False,mp3,32,0.9077769357507769,868.0306000023847
voxceleb1\wav\id10530\B8oeUlhmqFE\00001.wav,id10736,False,mp3,32,0.9263333551437052,1052.88969999674
voxceleb1\wav\id11059\89FrzqI2x0A\00007.wav,id11059,False,mp3,32,0.5862937660581256,1029.2564000046696
voxceleb1\wav\id11059\89FrzqI2x0A\00009.wav,id10592,False,mp3,32,0.9187136981959955,835.6497999993735
voxceleb1\wav\id10476\W5nH1YBDHUg\00005.wav,id10736,False,mp3,32,0.9452677731316038,804.0079999991576
voxceleb1\wav\id11142\Gicu1gUl6iw\00014.wav,id10875,False,mp3,32,0.932164712462745,1051.9514000043273
voxceleb1\wav\id10456\UzUsGNJ9cEs\00001.wav,id10736,False,mp3,32,0.9027729450090791,1061.8006000004243
voxceleb1\wav\id10862\2bn9i9re2yI\00017.wav,bartek_t,False,mp3,32,0.98159950416545,987.8655000065919
voxceleb1\wav\id10797\BDhnUQwGYAo\00016.wav,id10994,False,mp3,32,0.9708044639511884,839.7930999999517
voxceleb1\wav\id10802\Hx-Zv22BEQU\00001.wav,id10645,False,mp3,32,0.9590154436811126,773.6111000049277
voxceleb1\wav\id10456\Lrgya-GutUg\00004.wav,id10600,False,mp3,32,0.9657256768664031,846.884599995974
voxceleb1\wav\id10824\EPj8oj_wjI4\00002.wav,id10530,False,mp3,32,0.758543099825514,1286.5391000013915
voxceleb1\wav\id10329\EXBuk_FwHu0\00014.wav,id10946,False,mp3,32,0.9870280221197333,1160.522400001355
voxceleb1\wav\id10921\9tW_4EHjdZs\00001.wav,id10862,False,mp3,32,0.9972309399527077,1455.6459000014002
voxceleb1\wav\id10745\GeM07WoKPRQ\00002.wav,id10756,False,mp3,32,0.8563136311186008,935.007800006133
voxceleb1\wav\id10645\PpufCRHg9os\00001.wav,krzysiek,False,mp3,32,0.9311986139258505,921.6991000066628
voxceleb1\wav\id11045\HewcG4UqpIU\00007.wav,id10745,False,mp3,32,0.932529309621574,1032.6665000029607
voxceleb1\wav\id11142\Gicu1gUl6iw\00008.wav,id10921,False,mp3,32,0.870813981562983,1256.9379999986268
voxceleb1\wav\id11073\9sGEfsatKi8\00010.wav,id11073,False,mp3,32,0.35200326438190677,958.13939999789
voxceleb1\wav\id10756\3kvWhMqqhhA\00014.wav,id11083,False,mp3,32,0.9820037641965383,1166.168600000674
voxceleb1\wav\id10400\T2huaLHjXY0\00002.wav,id10456,False,mp3,32,0.9137066739519304,1113.8454000029014
voxceleb1\wav\id11083\WQrVyLYxYKE\00003.wav,id10994,False,mp3,32,0.9533085459440487,1192.3291999992216
voxceleb1\wav\id11142\Gicu1gUl6iw\00002.wav,id10736,False,mp3,32,0.9388532263247616,862.6218999997946
voxceleb1\wav\id11142\Gicu1gUl6iw\00012.wav,krzysiek,False,mp3,32,1.0182102369360215,860.6680000011693
voxceleb1\wav\id10824\FbKRFA9Efgc\00001.wav,id10950,False,mp3,32,0.9406153646719997,772.0700999998371
voxceleb1\wav\id10745\GeM07WoKPRQ\00001.wav,id10530,False,mp3,32,0.9816019552991334,958.7300999992294
voxceleb1\wav\id11251\Dfid1LOxOT8\00004.wav,id11048,False,mp3,32,0.8495321810071137,998.339700003271
voxceleb1\wav\id10797\BDhnUQwGYAo\00014.wav,id10802,False,mp3,32,0.9486468928766213,1048.570099999779
voxceleb1\wav\id10946\MSCo-Dauf1M\00003.wav,id10508,False,mp3,32,1.0046892155156248,901.128699995752
voxceleb1\wav\id10745\9NpQb6wgnNI\00005.wav,id11251,False,mp3,32,0.9658894180445543,927.4272000038764
voxceleb1\wav\id10600\I2RI1fFmtT4\00001.wav,id11009,False,mp3,32,1.0224672143420255,995.6055999937234
voxceleb1\wav\id10745\9NpQb6wgnNI\00004.wav,id10802,False,mp3,32,0.9294974056119564,1060.124999996333
voxceleb1\wav\id10745\A8-uShr2gJc\00002.wav,id10786,False,mp3,32,0.9893326077295794,945.1193000058993
voxceleb1\wav\id10645\PpufCRHg9os\00002.wav,bartek_m,False,mp3,32,0.7765226256383486,1078.4318000005442
voxceleb1\wav\id10736\QU2_gJwqlrk\00002.wav,id10508,False,mp3,32,0.8820140116468913,871.59519999841
voxceleb1\wav\id10456\Lrgya-GutUg\00003.wav,bartek_m,False,mp3,32,1.0240310537080464,968.0427999992389
voxceleb1\wav\id11045\2miKTQb6chA\00013.wav,id11112,False,mp3,32,0.9501355449459581,926.6462999948999
voxceleb1\wav\id10400\T2huaLHjXY0\00004.wav,id10900,False,mp3,32,1.0208671643715408,847.548600002483
voxceleb1\wav\id10946\CSMzcozTg08\00005.wav,id11073,False,mp3,32,0.7717240442470912,1030.3174000000581
voxceleb1\wav\id10950\8pDGaKmyWhU\00006.wav,id10456,False,mp3,32,1.080904825667713,775.5696999956854
voxceleb1\wav\id10786\BP8Lsp8p8iY\00009.wav,id10736,False,mp3,32,0.9865047126183596,685.3023000003304
voxceleb1\wav\id11251\Dfid1LOxOT8\00003.wav,id11251,False,mp3,32,0.355078053448747,1044.986600005359
voxceleb1\wav\id10530\CKRWmWrEU00\00008.wav,id10530,False,mp3,32,0.41046481152853753,876.5810999975656
voxceleb1\wav\id10476\agQ0RfUEo14\00008.wav,bartek_m,False,mp3,32,0.9112381361999261,1578.8823000038974
voxceleb1\wav\id10786\BP8Lsp8p8iY\00010.wav,bartek_m,False,mp3,32,0.9451923543558561,1090.8282000018517
voxceleb1\wav\id11048\O8yIcoe2doA\00005.wav,id11045,False,mp3,32,0.7459813460081915,1014.504399994621
voxceleb1\wav\id10756\3kvWhMqqhhA\00005.wav,id11251,False,mp3,32,0.9150140311970527,1044.2556000052718
voxceleb1\wav\id10456\M2oGSkEpyEc\00001.wav,id10600,False,mp3,32,0.9431551453008101,851.3752999933786
voxceleb1\wav\id11251\7GtZpUtReJ8\00003.wav,id11251,False,mp3,32,0.47226321645265046,1176.6654000020935
voxceleb1\wav\id11073\9sGEfsatKi8\00008.wav,id10592,False,mp3,32,0.9700231539717309,992.7643999981228
voxceleb1\wav\id10921\B8oFwcURrps\00012.wav,id11112,False,mp3,32,1.0345452409228355,800.5647999962093
voxceleb1\wav\id10756\3kvWhMqqhhA\00006.wav,id10762,False,mp3,32,0.9011405990963485,911.0849999997299
voxceleb1\wav\id10736\FiuNwOmESq8\00002.wav,id11045,False,mp3,32,1.0277140904346183,1138.2045999998809
voxceleb1\wav\id10645\PpufCRHg9os\00008.wav,id11048,False,mp3,32,0.9267356566269314,945.4755000042496
voxceleb1\wav\id11073\X2JQAUc-vnc\00002.wav,id10786,False,mp3,32,1.054006283670078,1061.4674999960698
voxceleb1\wav\id11045\AvQ8yF93phA\00001.wav,id10745,False,mp3,32,0.9007170844921825,1198.8165000002482
voxceleb1\wav\id10994\5GLhL4Km-_0\00008.wav,id10994,False,mp3,32,0.4092578686109326,993.2329000002937
voxceleb1\wav\id11045\2miKTQb6chA\00011.wav,id11045,False,mp3,32,0.3209729211083896,1020.451000003959
voxceleb1\wav\id11112\F-f32mt56js\00008.wav,id10400,False,mp3,32,0.9518885785621595,1320.6222999942838
voxceleb1\wav\id10824\Ez1o4NcC7pY\00001.wav,id10797,False,mp3,32,1.0233775482957501,1387.0962000000873
voxceleb1\wav\id11142\2n8y1cwQoyo\00006.wav,bartek_t,False,mp3,32,0.9125386396966194,1000.6622999935644
voxceleb1\wav\id10912\2yUgv3B_YcI\00017.wav,bartek_t,False,mp3,32,0.9320527785223816,1171.6121999997995
voxceleb1\wav\id11142\Gicu1gUl6iw\00003.wav,id11251,False,mp3,32,0.9398072088864277,1072.5481000044965
voxceleb1\wav\id10400\QS6RrYT7KKM\00007.wav,id10645,False,mp3,32,1.0394106010878272,1106.5391000011005
voxceleb1\wav\id11175\ceU3Lw9-d9M\00001.wav,id10875,False,mp3,32,0.9761061850828151,987.3623000021325
voxceleb1\wav\id11112\BtvYf7-8Vr4\00003.wav,id11073,False,mp3,32,0.988589525538302,1284.7140000012587
voxceleb1\wav\id10900\6ciWZe60ahQ\00008.wav,id10900,False,mp3,32,0.3376952904898409,1251.2913000027766
voxceleb1\wav\id10875\bDzNAlq_PXY\00009.wav,krzysiek,False,mp3,32,0.7572359312458219,928.4431999985827
voxceleb1\wav\id11009\FUemeogd1lA\00005.wav,id11048,False,mp3,32,0.8672419939448306,872.7466999989701
voxceleb1\wav\id11083\G2ktKa3zK-g\00003.wav,id10862,False,mp3,32,0.8924641656533119,1089.558500003477
voxceleb1\wav\id10802\FuJgSCtw2VA\00005.wav,id10862,False,mp3,32,0.8029286561294516,1124.2280000005849
voxceleb1\wav\id10456\Liau5LQUvcQ\00001.wav,id10994,False,mp3,32,0.9337386865072943,1007.3343999974895
voxceleb1\wav\id10329\EXBuk_FwHu0\00013.wav,id11048,False,mp3,32,0.816338169443493,1085.2696000001743
voxceleb1\wav\id11048\P8-Fq-2Atiw\00010.wav,id10802,False,mp3,32,1.0188492744508422,945.6882000013138
voxceleb1\wav\id11009\SiQyvjzbTp8\00006.wav,bartek_t,False,mp3,32,1.0055282443732183,834.4485999987228
voxceleb1\wav\id10762\3sfzgqqtbKM\00003.wav,id10508,False,mp3,32,0.9121807111003531,824.2975999964983
voxceleb1\wav\id10762\3nd2hWTR0LQ\00001.wav,id11112,False,mp3,32,0.9232549511349624,991.8553000024986
voxceleb1\wav\id11142\Gicu1gUl6iw\00013.wav,id10762,False,mp3,32,0.8866146671103038,817.474300005415
voxceleb1\wav\id10745\A8-uShr2gJc\00001.wav,id10600,False,mp3,32,0.9653818225559457,1052.1708999949624
voxceleb1\wav\id11175\9jq2l0AMcNA\00015.wav,id10824,False,mp3,32,0.8890337193656459,1069.2905000032624
voxceleb1\wav\id10797\PAWMq0oYIxI\00001.wav,bartek_t,False,mp3,32,0.8324967602821909,1114.0040000027511
voxceleb1\wav\id10946\MSCo-Dauf1M\00002.wav,id10600,False,mp3,32,1.0144615366882417,1032.9849000045215
voxceleb1\wav\id10508\8t97-YsuqpM\00011.wav,id10994,False,mp3,32,0.9515903500633597,878.8396999952965
voxceleb1\wav\id10329\EXBuk_FwHu0\00015.wav,id10645,False,mp3,32,0.9812611975664427,874.6151999948779
voxceleb1\wav\id10802\FuJgSCtw2VA\00008.wav,id11048,False,mp3,32,0.9049649361934302,810.0223000001279
voxceleb1\wav\id10994\5GLhL4Km-_0\00022.wav,id10824,False,mp3,32,0.8512991754513763,833.0363000059151
voxceleb1\wav\id10476\W5nH1YBDHUg\00003.wav,id11045,False,mp3,32,0.8940124147634039,901.2773000067682
voxceleb1\wav\id11009\FUemeogd1lA\00007.wav,id10329,False,mp3,32,0.8586905949462526,753.1608999997843
voxceleb1\wav\id10912\67p2Yi5aHUM\00002.wav,id10912,True,mp3,64,0.42599564307127524,848.3402999991085
voxceleb1\wav\id11009\77WS8eN5h3s\00010.wav,id11009,True,mp3,64,0.32954272015222175,905.7097000040812
voxceleb1\wav\id10736\Wx-dJoKmZQk\00001.wav,id10736,True,mp3,64,0.48845014504753026,923.1225000039558
voxceleb1\wav\id10797\BDhnUQwGYAo\00005.wav,id10797,True,mp3,64,0.4819110669023059,1326.887600000191
voxceleb1\wav\id11083\HZE1wgLEXBw\00001.wav,id11083,True,mp3,64,0.4049798092207858,1426.5554000012344
voxceleb1\wav\id10508\OZxQo0H6O28\00005.wav,id10508,True,mp3,64,0.39984997977501924,943.9939000003505
voxceleb1\wav\id11009\FUemeogd1lA\00002.wav,id11009,True,mp3,64,0.39113856202101505,782.4537999986205
voxceleb1\wav\id11142\Gicu1gUl6iw\00004.wav,id11142,True,mp3,64,0.4708919849897448,802.4371999999858
voxceleb1\wav\id10797\BDhnUQwGYAo\00010.wav,id10797,True,mp3,64,0.5054047557363199,955.3836999984924
voxceleb1\wav\id10456\L6TBYanT-fQ\00004.wav,id10456,True,mp3,64,0.395169604403799,888.2913999987068
voxceleb1\wav\id10900\Bcm3h0xffs8\00003.wav,id10900,True,mp3,64,0.374286608604969,966.6542000049958
voxceleb1\wav\id11073\9sGEfsatKi8\00003.wav,id11073,True,mp3,64,0.35868117379319964,797.4666000009165
voxceleb1\wav\id10786\9w-EimtMXWs\00011.wav,id10786,True,mp3,64,0.23892243844729066,994.5652000023983
voxceleb1\wav\id11251\AvV4LWBq00g\00001.wav,id11251,True,mp3,64,0.5539594220266311,1185.991999998805
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00003.wav,id11083,True,mp3,64,0.40603728056539556,1058.6435000004712
voxceleb1\wav\id10756\3kvWhMqqhhA\00001.wav,id10756,True,mp3,64,0.49696320031271524,1064.68920000043
voxceleb1\wav\id11048\P8-Fq-2Atiw\00003.wav,id11048,True,mp3,64,0.48586532622094303,875.1976999992621
voxceleb1\wav\id10950\ABumGmJrM4U\00001.wav,id10950,True,mp3,64,0.5419578608262468,947.2619999942253
voxceleb1\wav\id10745\9NpQb6wgnNI\00001.wav,id10745,True,mp3,64,0.3092048996044624,812.012100002903
voxceleb1\wav\id10530\7Qk9YtRpUe0\00004.wav,id10530,True,mp3,64,0.29323442084331086,1007.6172999979462
voxceleb1\wav\id10900\Bcm3h0xffs8\00002.wav,id10900,True,mp3,64,0.3541207318028271,937.2952000048826
voxceleb1\wav\id10824\FbKRFA9Efgc\00003.wav,id10824,True,mp3,64,0.3535539305355513,952.1127999978489
voxceleb1\wav\id11048\O8yIcoe2doA\00005.wav,id11048,True,mp3,64,0.4541308156018198,808.5284999979194
voxceleb1\wav\id11142\2n8y1cwQoyo\00003.wav,id11142,True,mp3,64,0.4748537128996423,1004.4953999968129
voxceleb1\wav\id10875\bDzNAlq_PXY\00014.wav,id10875,True,mp3,64,0.23407233311780706,1142.6286999994772
voxceleb1\wav\id10329\EXBuk_FwHu0\00026.wav,id10329,True,mp3,64,0.2727224520423005,765.3238000057172
voxceleb1\wav\id11112\F-f32mt56js\00007.wav,id11112,True,mp3,64,0.3928832056946151,903.0793999991147
