wav_path,claimed_id,genuine,snr_db,noise_file,distance,latency_ms
voxceleb1\wav\id11251\7GtZpUtReJ8\00005.wav,id11251,True,20,159754-8-2-0.wav,0.42119773883092493,265.60740000059013
voxceleb1\wav\id10994\5GLhL4Km-_0\00013.wav,id10994,True,20,30206-7-0-14.wav,0.34975657187124476,259.75319999997737
voxceleb1\wav\id10900\6ciWZe60ahQ\00010.wav,id10900,True,20,22601-8-0-5.wav,0.34089456694619547,272.2341000007873
voxceleb1\wav\id10736\Wx-dJoKmZQk\00004.wav,id10736,True,20,162134-7-17-3.wav,0.4022833528727944,295.21139999997104
voxceleb1\wav\id10912\67p2Yi5aHUM\00001.wav,id10912,True,20,154758-5-0-0.wav,0.44018807916927216,296.8903999990289
voxceleb1\wav\id11059\9ow-Q4wUAgc\00003.wav,id11059,True,20,148841-6-0-0.wav,0.4388901176782407,309.73249999988184
voxceleb1\wav\id10476\HvleHkiBb3s\00004.wav,id10476,True,20,159751-8-0-6.wav,0.39000867583945276,328.91620000009425
voxceleb1\wav\id10912\2yUgv3B_YcI\00020.wav,id10912,True,20,85574-3-0-8.wav,0.2689723000000447,299.53329999989364
voxceleb1\wav\id11045\AvQ8yF93phA\00001.wav,id11045,True,20,102547-3-0-7.wav,0.39585749245765456,301.2194000002637
voxceleb1\wav\id11142\2n8y1cwQoyo\00004.wav,id11142,True,20,34952-8-0-6.wav,0.4593154191629033,300.0214000003325
voxceleb1\wav\id11175\ceU3Lw9-d9M\00004.wav,id11175,True,20,58005-4-0-41.wav,0.40759995225522005,301.96930000056454
voxceleb1\wav\id11048\P8-Fq-2Atiw\00006.wav,id11048,True,20,76221-2-0-4.wav,0.38009740543018244,271.86670000082813
voxceleb1\wav\id11048\O8yIcoe2doA\00007.wav,id11048,True,20,55018-0-0-209.wav,0.34715345324709623,270.7587999993848
voxceleb1\wav\id11112\F-f32mt56js\00001.wav,id11112,True,20,164194-2-0-29.wav,0.3298177525175787,267.8479999995034
voxceleb1\wav\id10862\2bn9i9re2yI\00016.wav,id10862,True,20,15356-2-0-0.wav,0.31711370772639946,271.389999999883
voxceleb1\wav\id11009\SiQyvjzbTp8\00004.wav,id11009,True,20,185709-0-0-3.wav,0.3116213518480617,272.43930000076944
voxceleb1\wav\id11059\89FrzqI2x0A\00009.wav,id11059,True,20,190996-3-0-1.wav,0.2826039838601697,264.4933999999921
voxceleb1\wav\id11048\P8-Fq-2Atiw\00008.wav,id11048,True,20,7064-6-1-0.wav,0.3722025235572288,277.88349999900674
voxceleb1\wav\id11251\K7BJPsQgDP8\00001.wav,id11251,True,20,135528-6-0-0.wav,0.6116085413956238,280.53540000109933
voxceleb1\wav\id10802\Alru9YC7xLc\00001.wav,id10802,True,20,72259-1-10-3.wav,0.3610328398487337,296.5355999986059
voxceleb1\wav\id10921\B8oFwcURrps\00007.wav,id10921,True,20,102857-5-0-30.wav,0.297395236787376,293.52990000006685
voxceleb1\wav\id10756\3kvWhMqqhhA\00007.wav,id10756,True,20,180937-7-3-6.wav,0.5083715148327468,330.051300001287
voxceleb1\wav\id11073\9sGEfsatKi8\00004.wav,id11073,True,20,26184-5-0-0.wav,0.27186214756304783,292.1243000000686
voxceleb1\wav\id10645\FvwFfMvvIQ0\00002.wav,id10645,True,20,55728-9-0-14.wav,0.4612633735288314,296.90239999945334
voxceleb1\wav\id10824\Ez1o4NcC7pY\00003.wav,id10824,True,20,88569-2-0-67.wav,0.33637836092252327,262.29739999871526
voxceleb1\wav\id10400\QS6RrYT7KKM\00002.wav,id10400,True,20,23219-5-0-3.wav,0.3502165228094096,264.8751999986416
voxceleb1\wav\id10862\2bn9i9re2yI\00010.wav,id10862,True,20,157866-8-0-8.wav,0.3525889697522202,270.6644000008964
voxceleb1\wav\id10950\8pDGaKmyWhU\00014.wav,id10950,True,20,177726-0-0-3.wav,0.5491259275992403,283.80139999899257
voxceleb1\wav\id10786\9w-EimtMXWs\00010.wav,id10786,True,20,50618-6-0-0.wav,0.278779030866076,257.27760000154376
voxceleb1\wav\id10994\5GLhL4Km-_0\00008.wav,id10994,True,20,192382-2-0-8.wav,0.32477278345804816,311.4468999992823
voxceleb1\wav\id10797\BDhnUQwGYAo\00012.wav,id10797,True,20,35629-3-1-0.wav,0.5246526716843904,308.91650000012305
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00007.wav,id10875,True,20,74850-9-0-5.wav,0.2909401355579272,301.0228000002826
voxceleb1\wav\id10329\EXBuk_FwHu0\00015.wav,id10329,True,20,164797-2-0-8.wav,0.27079805905178955,309.67079999936686
voxceleb1\wav\id10400\UkZsd-dpZTg\00008.wav,id10400,True,20,132108-9-0-21.wav,0.3653485850560625,290.0475999995251
voxceleb1\wav\id10736\Wx-dJoKmZQk\00005.wav,id10736,True,20,180937-4-2-1.wav,0.39644876062048895,277.47810000073514
voxceleb1\wav\id10762\1ZWoxzrBYH8\00013.wav,id10762,True,20,39847-5-0-0.wav,0.3991289766422127,258.15609999881417
voxceleb1\wav\id10400\UkZsd-dpZTg\00004.wav,id10400,True,20,65749-3-1-9.wav,0.34094299001021666,265.68050000059884
voxceleb1\wav\id11175\9jq2l0AMcNA\00018.wav,id11175,True,20,123688-8-0-10.wav,0.5189332946869816,273.8253000006807
voxceleb1\wav\id11083\e216s0XVJIA\00004.wav,id11083,True,20,103357-4-0-1.wav,0.39652573498440746,277.08139999958803
voxceleb1\wav\id11009\IJrEEVoYmWw\00004.wav,id11009,True,20,50629-4-1-3.wav,0.37636768058353653,271.51620000040566
voxceleb1\wav\id10329\EXBuk_FwHu0\00022.wav,id10329,True,20,155262-2-0-48.wav,0.30485697536717926,267.86539999920933
voxceleb1\wav\id10745\GeM07WoKPRQ\00005.wav,id10745,True,20,97331-2-0-59.wav,0.31122109187591795,283.01720000126807
voxceleb1\wav\id10786\BP8Lsp8p8iY\00006.wav,id10786,True,20,36429-2-0-23.wav,0.38519586278548923,292.76969999955327
voxceleb1\wav\id10736\QU2_gJwqlrk\00002.wav,id10736,True,20,138031-2-0-47.wav,0.5858822980584114,274.7743999989325
voxceleb1\wav\id11073\9sGEfsatKi8\00001.wav,id11073,True,20,14780-9-0-1.wav,0.33149579654385186,266.4820999998483
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00006.wav,id10875,True,20,55018-0-0-162.wav,0.30200096548992506,269.474500000797
voxceleb1\wav\id10875\bDzNAlq_PXY\00010.wav,id10875,True,20,128465-1-0-4.wav,0.3693068615568298,275.9401999992406
voxceleb1\wav\id10862\2bn9i9re2yI\00027.wav,id10862,True,20,160010-2-0-30.wav,0.24474182063297978,293.6201999982586
voxceleb1\wav\id10592\8IIwLtU_XrQ\00005.wav,id10592,True,20,97193-3-0-6.wav,0.4059118995691575,294.3599999998696
voxceleb1\wav\id10802\Hx-Zv22BEQU\00001.wav,id10802,True,20,105415-2-0-19.wav,0.46725206408419795,291.22540000025765
voxceleb1\wav\id10530\B8oeUlhmqFE\00007.wav,id10530,True,20,39968-9-0-227.wav,0.4978288975808701,268.6169999997219
voxceleb1\wav\id11073\9sGEfsatKi8\00003.wav,id11073,True,20,159744-8-0-5.wav,0.39989083898359734,278.7802000002557
voxceleb1\wav\id10508\OZxQo0H6O28\00006.wav,id10508,True,20,177742-0-0-36.wav,0.5865768818189266,323.9157999996678
voxceleb1\wav\id11045\5AQnA6DzZ80\00001.wav,id11045,True,20,104817-4-0-8.wav,0.4132783454509511,318.338600000061
voxceleb1\wav\id10329\EXBuk_FwHu0\00012.wav,id10329,True,20,17578-5-0-22.wav,0.33064246285803844,318.8888999993651
voxceleb1\wav\id10862\2bn9i9re2yI\00018.wav,id10862,True,20,180029-4-4-0.wav,0.274967935305117,330.53970000037225
voxceleb1\wav\id10946\MSCo-Dauf1M\00002.wav,id10946,True,20,52077-3-0-17.wav,0.4883457308603578,352.9708000005485
voxceleb1\wav\id11112\BtvYf7-8Vr4\00008.wav,id11112,True,20,71079-4-0-0.wav,0.45139629749939947,285.308200000145
voxceleb1\wav\id11175\9jq2l0AMcNA\00015.wav,id11175,True,20,7975-3-0-0.wav,0.36777870279782243,297.8404000004957
voxceleb1\wav\id10802\IURLbUMafXs\00002.wav,id10802,True,20,103074-7-0-0.wav,0.41247709918697484,276.68979999907606
voxceleb1\wav\id11142\Gicu1gUl6iw\00004.wav,id11142,True,20,72259-1-10-13.wav,0.4972633452512516,275.7837999997719
voxceleb1\wav\id11251\Tmh87G_cDZo\00003.wav,id11251,True,20,161702-9-0-37.wav,0.46805049249695296,277.4533000010706
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00004.wav,id11083,True,20,30206-7-0-34.wav,0.39638960885440877,301.0162999999011
voxceleb1\wav\id10921\B8oFwcURrps\00004.wav,id10921,True,20,180128-4-7-4.wav,0.39762149725880813,301.6497000007803
voxceleb1\wav\id10912\3efhGhqizHg\00002.wav,id10912,True,20,117889-9-0-36.wav,0.38916195753540006,272.60349999960454
voxceleb1\wav\id10745\5EPvrY18MoQ\00008.wav,id10745,True,20,181624-4-0-0.wav,0.26004881974632954,283.2899000004545
voxceleb1\wav\id11048\O8yIcoe2doA\00006.wav,id11048,True,20,103249-5-0-9.wav,0.4120192292970878,285.72910000002594
voxceleb1\wav\id10912\2yUgv3B_YcI\00016.wav,id10912,True,20,162134-7-15-4.wav,0.3145068729330692,272.59289999892644
voxceleb1\wav\id10756\3kvWhMqqhhA\00004.wav,id10756,True,20,99500-2-0-23.wav,0.37261101252744344,272.9652999987593
voxceleb1\wav\id11142\Gicu1gUl6iw\00012.wav,id11142,True,20,17307-1-0-0.wav,0.4097021331238837,273.21479999955045
voxceleb1\wav\id10950\9PdJXCWsX1w\00001.wav,id10950,True,20,71177-8-2-1.wav,0.3397115517637419,282.88640000027954
voxceleb1\wav\id10736\8hMkhwBzaJY\00009.wav,id10736,True,20,135526-6-10-0.wav,0.3515623106177762,298.8801000010426
voxceleb1\wav\id10476\agQ0RfUEo14\00003.wav,id10476,True,20,75743-0-0-2.wav,0.3349865720492149,294.548500000019
voxceleb1\wav\id11175\9jq2l0AMcNA\00012.wav,id11175,True,20,57323-8-0-10.wav,0.46720286705774217,296.19740000089223
voxceleb1\wav\id11045\HewcG4UqpIU\00009.wav,id11045,True,20,9223-2-0-2.wav,0.30177474564368123,293.80029999992985
voxceleb1\wav\id10745\GeM07WoKPRQ\00004.wav,id10745,True,20,62837-7-0-12.wav,0.2498807086517877,324.48659999863594
voxceleb1\wav\id11112\F-f32mt56js\00002.wav,id11112,True,20,203913-8-0-10.wav,0.3162078548296492,308.8119000003644
voxceleb1\wav\id11251\Dfid1LOxOT8\00004.wav,id11251,True,20,69962-2-0-15.wav,0.35476143092538825,301.9263999995019
voxceleb1\wav\id10946\NdrTWoGwC7k\00006.wav,id10946,True,20,39856-5-0-14.wav,0.561222617744513,307.34729999858246
voxceleb1\wav\id11251\Dfid1LOxOT8\00003.wav,id11251,True,20,159747-8-0-4.wav,0.33851520740407504,293.8412999992579
voxceleb1\wav\id11009\SiQyvjzbTp8\00003.wav,id11009,True,20,146709-0-0-17.wav,0.3556100299586227,297.2853000010218
voxceleb1\wav\id11251\Tmh87G_cDZo\00001.wav,id11251,True,20,121285-0-0-7.wav,0.4105942504617506,296.1616000011418
voxceleb1\wav\id11251\AvV4LWBq00g\00002.wav,id11251,True,20,156362-4-3-7.wav,0.4920280654439704,336.0995000002731
voxceleb1\wav\id10530\CKRWmWrEU00\00007.wav,id10530,True,20,135528-6-5-0.wav,0.4845717192364821,331.1390000017127
voxceleb1\wav\id11175\9jq2l0AMcNA\00009.wav,id11175,True,20,164194-2-0-10.wav,0.3320106727553105,290.4791999990266
voxceleb1\wav\id10476\agQ0RfUEo14\00006.wav,id10476,True,20,118278-4-0-8.wav,0.4367924846608294,299.5045999996364
voxceleb1\wav\id11009\FUemeogd1lA\00003.wav,id11009,True,20,162134-7-10-0.wav,0.44067809938498226,280.7912000007491
voxceleb1\wav\id10745\GeM07WoKPRQ\00003.wav,id10745,True,20,180937-7-3-26.wav,0.33122269511166635,275.3501999995933
voxceleb1\wav\id10950\8pDGaKmyWhU\00003.wav,id10950,True,20,85569-0-0-4.wav,0.5023904837393078,270.9979999999632
voxceleb1\wav\id11112\F-f32mt56js\00003.wav,id11112,True,20,192123-2-0-0.wav,0.30172269196154244,262.1782999995048
voxceleb1\wav\id10824\EPj8oj_wjI4\00002.wav,id10824,True,20,104421-2-0-7.wav,0.4104956369063435,272.5003999985347
voxceleb1\wav\id10592\K0YrTxZ9a4o\00002.wav,id10592,True,20,103249-5-0-18.wav,0.4093156994944732,260.6489000008878
voxceleb1\wav\id10802\FuJgSCtw2VA\00005.wav,id10802,True,20,192269-2-0-1.wav,0.4161193410972539,274.02360000087356
voxceleb1\wav\id11059\NbVrCKilytE\00003.wav,id11059,True,20,61077-3-2-0.wav,0.38986502540350787,277.71779999966384
voxceleb1\wav\id10862\2bn9i9re2yI\00024.wav,id10862,True,20,62048-3-0-5.wav,0.30112013303341756,265.141500000027
voxceleb1\wav\id10921\B8oFwcURrps\00009.wav,id10921,True,20,177729-0-0-58.wav,0.28384141979757127,271.58980000058364
voxceleb1\wav\id10530\B8oeUlhmqFE\00003.wav,id10530,True,20,73524-0-0-2.wav,0.35835316923572336,318.50289999965753
voxceleb1\wav\id10329\EXBuk_FwHu0\00017.wav,id10329,True,20,82024-3-0-4.wav,0.36107141267375265,317.8510000016104
voxceleb1\wav\id10456\Lrgya-GutUg\00008.wav,id10456,True,20,57323-8-0-7.wav,0.42494824450546254,309.92999999944004
voxceleb1\wav\id10456\Lrgya-GutUg\00004.wav,id10456,True,20,33340-7-3-0.wav,0.4190977237938448,302.48779999965336
voxceleb1\wav\id10592\PDfBidpJ5Jc\00001.wav,id10592,True,20,101382-2-0-33.wav,0.3389220538927231,306.4002999999502
voxceleb1\wav\id10736\QhWw4AxHRrQ\00001.wav,id10736,True,20,7965-3-11-0.wav,0.5512034167398817,276.0576000000583
voxceleb1\wav\id10456\L6TBYanT-fQ\00003.wav,id10456,True,20,174284-6-0-0.wav,0.3847560390601409,280.3734999997687
voxceleb1\wav\id11059\89FrzqI2x0A\00007.wav,id11059,True,20,113785-3-1-0.wav,0.5031229701469614,270.273800000723
voxceleb1\wav\id10912\2yUgv3B_YcI\00021.wav,id10912,True,20,22601-8-0-4.wav,0.32395156603564523,283.3957000002556
voxceleb1\wav\id10946\QgAJv0CXl-4\00001.wav,id10946,True,20,157868-8-0-1.wav,0.5041812361233997,276.8223000002763
voxceleb1\wav\id11142\Gicu1gUl6iw\00007.wav,id11142,True,20,50629-4-1-1.wav,0.3525478990107608,289.64730000006966
voxceleb1\wav\id11083\WQrVyLYxYKE\00003.wav,id11083,True,20,104421-2-1-3.wav,0.5343837920242106,279.652499999429
voxceleb1\wav\id10476\W5nH1YBDHUg\00003.wav,id10476,True,20,20688-2-0-1.wav,0.4862673005808561,300.06239999966056
voxceleb1\wav\id10921\3eOLzFdEjYU\00002.wav,id10921,True,20,172519-9-0-8.wav,0.3380830088567911,301.7218999993929
voxceleb1\wav\id10645\PpufCRHg9os\00008.wav,id10645,True,20,77927-3-0-0.wav,0.33105244312213633,315.41139999899315
voxceleb1\wav\id10736\QhWw4AxHRrQ\00004.wav,id10736,True,20,151977-0-0-3.wav,0.5342554045276912,285.89199999987613
voxceleb1\wav\id10900\6ciWZe60ahQ\00007.wav,id10900,True,20,72220-3-2-2.wav,0.304968950200038,279.5037999985652
voxceleb1\wav\id10508\EDU4oSS3pow\00002.wav,id10508,True,20,166942-0-0-13.wav,0.6869151703741712,311.8359000000055
voxceleb1\wav\id10756\3kvWhMqqhhA\00010.wav,id10756,True,20,177729-0-0-20.wav,0.3769388560876188,329.4545000007929
voxceleb1\wav\id10921\B8oFwcURrps\00010.wav,id10921,True,20,81787-2-0-48.wav,0.26652195730768824,315.44749999920896
voxceleb1\wav\id10950\8pDGaKmyWhU\00011.wav,id10950,True,20,168846-5-1-3.wav,0.47486194761389866,297.01870000099007
voxceleb1\wav\id10921\B8oFwcURrps\00008.wav,id10921,True,20,118278-4-0-4.wav,0.34635608590158284,316.1015999994561
voxceleb1\wav\id11142\2n8y1cwQoyo\00003.wav,id11142,True,20,9032-3-2-0.wav,0.47186537733004197,318.8492999997834
voxceleb1\wav\id10600\RkI7NNeesVU\00002.wav,id10600,True,20,130961-4-1-3.wav,0.4419774245754904,330.1928000000771
voxceleb1\wav\id10950\8pDGaKmyWhU\00001.wav,id10950,True,20,168037-4-9-0.wav,0.4867472470776718,318.8659000006737
voxceleb1\wav\id11073\X2JQAUc-vnc\00002.wav,id11073,True,20,57323-8-0-0.wav,0.32572865576316545,302.0971999994799
voxceleb1\wav\id10912\2yUgv3B_YcI\00014.wav,id10912,True,20,105029-7-1-11.wav,0.3847453073431013,303.58979999982694
voxceleb1\wav\id11112\FUiiruCPVTI\00001.wav,id11112,True,20,22601-8-0-14.wav,0.4254393551075141,304.4270999998844
voxceleb1\wav\id10900\9Cw6BvLA_Jk\00001.wav,id10900,True,20,128160-5-0-8.wav,0.39362578517785873,279.40619999935734
voxceleb1\wav\id10530\7Qk9YtRpUe0\00003.wav,id10530,True,20,118278-4-0-2.wav,0.4232395563851423,278.7992999983544
voxceleb1\wav\id11073\M44AVe_BcGE\00002.wav,id11073,True,20,136558-9-1-21.wav,0.4681911669279416,273.69499999986147
voxceleb1\wav\id10645\PpufCRHg9os\00002.wav,id10645,True,20,205874-4-2-0.wav,0.3557695608526542,263.153500000044
voxceleb1\wav\id10745\A8-uShr2gJc\00002.wav,id10745,True,20,78360-4-0-23.wav,0.34124969581232134,272.7682000004279
voxceleb1\wav\id10329\EXBuk_FwHu0\00028.wav,id10329,True,20,72221-3-4-5.wav,0.29971065465757285,268.52550000148767
voxceleb1\wav\id10756\3kvWhMqqhhA\00012.wav,id10756,True,20,85664-3-0-0.wav,0.33770275843653075,266.5430999986711
voxceleb1\wav\id10600\Pxh-ihSUOTk\00008.wav,id10600,True,20,115241-9-0-1.wav,0.381666770491491,288.20749999977124
voxceleb1\wav\id10875\bDzNAlq_PXY\00001.wav,id10875,True,20,180029-4-7-0.wav,0.20763977776995812,271.8177000006108
voxceleb1\wav\id11073\YGaZty9KOGk\00001.wav,id11073,True,20,19496-3-0-0.wav,0.4355052619805435,260.12319999972533
voxceleb1\wav\id10900\92CmdoV27Es\00002.wav,id10900,True,20,162134-7-11-5.wav,0.5829192520542171,278.7404000009701
voxceleb1\wav\id10756\3kvWhMqqhhA\00001.wav,id10756,True,20,165785-4-2-0.wav,0.4806697925608091,266.3477999994939
voxceleb1\wav\id10756\3kvWhMqqhhA\00008.wav,id10756,True,20,159710-6-0-0.wav,0.3092304487959786,272.1390999995492
voxceleb1\wav\id10950\8pDGaKmyWhU\00010.wav,id10950,True,20,187377-4-0-1.wav,0.46588711613201106,266.7241999988619
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00002.wav,id11083,True,20,31840-3-1-0.wav,0.406066386937182,285.37150000011025
voxceleb1\wav\id10508\OZxQo0H6O28\00009.wav,id10508,True,20,189982-0-0-16.wav,0.48588354308652504,271.4611999999761
voxceleb1\wav\id10762\1ZWoxzrBYH8\00012.wav,id10762,True,20,58937-4-2-2.wav,0.23960414905734828,247.3967999994784
voxceleb1\wav\id10862\2bn9i9re2yI\00009.wav,id10862,True,20,29722-4-0-1.wav,0.2657547797487577,280.86069999881147
voxceleb1\wav\id10912\2yUgv3B_YcI\00015.wav,id10912,True,20,21187-5-0-0.wav,0.26143117507724145,297.2212999993644
voxceleb1\wav\id11045\2miKTQb6chA\00009.wav,id11045,True,20,54081-9-0-47.wav,0.22727367476494598,304.1933999993489
voxceleb1\wav\id11251\Drcw9TLFNb0\00003.wav,id11251,True,20,189023-0-0-0.wav,0.32320716073652245,300.910499998281
voxceleb1\wav\id11048\P8-Fq-2Atiw\00001.wav,id11048,True,20,178099-9-0-6.wav,0.5435170584154172,290.1994999992894
voxceleb1\wav\id10508\OZxQo0H6O28\00005.wav,id10508,True,20,29937-3-0-4.wav,0.3943963222588609,278.765500002919
voxceleb1\wav\id10950\ABumGmJrM4U\00001.wav,id10950,True,20,165640-4-0-0.wav,0.5867920564821041,282.17679999943357
voxceleb1\wav\id10824\FbKRFA9Efgc\00001.wav,id10824,True,20,177726-0-0-2.wav,0.4339554049524058,279.4121999977506
voxceleb1\wav\id10736\8hMkhwBzaJY\00012.wav,id10736,True,20,83502-0-0-3.wav,0.3184799006474094,258.6326000018744
voxceleb1\wav\id10456\Lrgya-GutUg\00001.wav,id10456,True,20,94636-8-0-14.wav,0.4343022630199498,290.8911000013177
voxceleb1\wav\id10592\8IIwLtU_XrQ\00004.wav,id10592,True,20,50661-5-0-5.wav,0.41748395190052356,277.7322000001732
voxceleb1\wav\id10912\2yUgv3B_YcI\00012.wav,id10912,True,20,160575-3-0-0.wav,0.26772942474599704,290.1181999986875
voxceleb1\wav\id11175\9jq2l0AMcNA\00013.wav,id11175,True,20,180977-3-1-5.wav,0.42182307688689313,303.9850999994087
voxceleb1\wav\id11059\9ow-Q4wUAgc\00002.wav,id11059,True,20,113601-9-0-22.wav,0.40216871554007516,301.9997000010335
voxceleb1\wav\id11009\FUemeogd1lA\00005.wav,id11009,True,20,114280-3-0-1.wav,0.3435240328668041,298.2484999993176
voxceleb1\wav\id10912\67p2Yi5aHUM\00002.wav,id10912,True,20,178686-0-0-12.wav,0.39329141746516827,332.7761000000464
voxceleb1\wav\id11175\9jq2l0AMcNA\00010.wav,id11175,True,20,79089-0-0-138.wav,0.35020926916743955,266.8045999998867
voxceleb1\wav\id10797\BDhnUQwGYAo\00005.wav,id10797,True,20,17578-5-0-5.wav,0.4307511712037918,254.80469999820343
voxceleb1\wav\id11083\HZE1wgLEXBw\00001.wav,id11083,True,20,99192-4-0-33.wav,0.4304572500177558,268.9830000017537
voxceleb1\wav\id11009\FUemeogd1lA\00002.wav,id11009,True,20,197320-6-4-0.wav,0.37919472166325663,274.68149999913294
voxceleb1\wav\id11045\2miKTQb6chA\00010.wav,id11045,True,20,147926-0-0-37.wav,0.374189345227386,275.5691999991541
voxceleb1\wav\id10329\EXBuk_FwHu0\00027.wav,id10329,True,20,106015-5-0-16.wav,0.28801839866664347,264.7493000004033
voxceleb1\wav\id10476\W5nH1YBDHUg\00002.wav,id10476,True,20,84359-2-0-0.wav,0.3368678325991601,281.30659999806085
voxceleb1\wav\id10530\B8oeUlhmqFE\00002.wav,id10530,True,20,104998-7-8-17.wav,0.49720303558908796,312.10899999859976
voxceleb1\wav\id11073\X2JQAUc-vnc\00005.wav,id11073,True,20,82811-3-3-0.wav,0.3116487588631305,303.3668999996735
voxceleb1\wav\id10400\UkZsd-dpZTg\00005.wav,id10400,True,20,133494-2-0-18.wav,0.5136605350759373,325.3941000002669
voxceleb1\wav\id10950\8pDGaKmyWhU\00008.wav,id10950,True,20,42954-9-0-5.wav,0.44518772173049104,307.4101999991399
voxceleb1\wav\id11175\ceU3Lw9-d9M\00003.wav,id11175,True,20,105029-7-3-3.wav,0.37209017744972805,303.2058999997389
voxceleb1\wav\id10476\W5nH1YBDHUg\00004.wav,id10476,True,20,87275-1-0-0.wav,0.3056708418689458,301.24570000043605
voxceleb1\wav\id11251\Dfid1LOxOT8\00001.wav,id11251,True,20,57323-8-0-7.wav,0.38252361126040924,279.94789999866043
voxceleb1\wav\id11045\HewcG4UqpIU\00007.wav,id11045,True,20,100852-0-0-19.wav,0.3146675150275827,278.65789999850676
voxceleb1\wav\id11048\O8yIcoe2doA\00005.wav,id11048,True,20,105415-2-0-8.wav,0.4543349811692018,266.862399999809
voxceleb1\wav\id11059\P_Z5IEJRk4Y\00001.wav,id11059,True,20,18581-3-1-3.wav,0.36588335487596346,279.0132999980415
voxceleb1\wav\id10329\EXBuk_FwHu0\00023.wav,id10329,True,20,344-3-4-0.wav,0.28807623734962606,267.6028999994742
