wav_path,claimed_id,genuine,scale_factor,distance,latency_ms
voxceleb1\wav\id11251\Drcw9TLFNb0\00001.wav,id11251,True,1.0,0.3458468345921113,247.01359999926353
voxceleb1\wav\id10456\VTt_jQv2I8s\00001.wav,id10456,True,0.04,0.41268437052870366,247.99549999988812
voxceleb1\wav\id10329\EXBuk_FwHu0\00024.wav,id10329,True,1.0,0.4039721396342828,248.18630000117992
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00003.wav,id10875,True,25.0,0.5395783010000146,279.7549999995681
voxceleb1\wav\id11059\9ow-Q4wUAgc\00004.wav,id11059,True,0.04,0.3363186494024569,270.1238999998168
voxceleb1\wav\id10645\OY_D-xhu9U8\00006.wav,id10645,True,1.0,0.3770239227853607,260.47380000090925
voxceleb1\wav\id10645\OY_D-xhu9U8\00002.wav,id10645,True,0.04,0.41353574687008876,265.77890000044135
voxceleb1\wav\id11059\NbVrCKilytE\00002.wav,id11059,True,25.0,0.5301255884856327,245.38829999983136
voxceleb1\wav\id10802\IURLbUMafXs\00002.wav,id10802,True,1.0,0.312853822866909,245.6916999999521
voxceleb1\wav\id11045\5AQnA6DzZ80\00002.wav,id11045,True,25.0,0.7022524854725989,237.54729999927804
voxceleb1\wav\id10600\Pxh-ihSUOTk\00008.wav,id10600,True,0.04,0.3694404170932768,236.14230000021053
voxceleb1\wav\id11009\FUemeogd1lA\00002.wav,id11009,True,1.0,0.3804196844570462,242.47829999876558
voxceleb1\wav\id10592\N6Xz7-IZvVo\00003.wav,id10592,True,0.04,0.4256115838562097,244.61449999944307
voxceleb1\wav\id10736\Wx-dJoKmZQk\00003.wav,id10736,True,0.04,0.3842421791137318,242.89869999847724
voxceleb1\wav\id10921\B8oFwcURrps\00005.wav,id10921,True,1.0,0.28574290078329334,249.59599999965576
voxceleb1\wav\id10921\B8oFwcURrps\00003.wav,id10921,True,0.04,0.32393157898619707,251.17840000166325
voxceleb1\wav\id11059\NbVrCKilytE\00003.wav,id11059,True,25.0,0.6417200755646022,254.01489999967453
voxceleb1\wav\id10745\A8-uShr2gJc\00001.wav,id10745,True,0.04,0.347275585918564,241.9742000001861
voxceleb1\wav\id10745\5EPvrY18MoQ\00008.wav,id10745,True,25.0,0.44377909184666775,245.5720999987534
voxceleb1\wav\id11112\F-f32mt56js\00005.wav,id11112,True,25.0,0.3093747342535662,234.52290000022913
voxceleb1\wav\id10797\BDhnUQwGYAo\00010.wav,id10797,True,0.04,0.49773344399165387,252.03920000058133
voxceleb1\wav\id10756\3kvWhMqqhhA\00008.wav,id10756,True,25.0,0.3084076634464097,260.78789999883156
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00007.wav,id10875,True,1.0,0.2969552226945733,273.0652000009286
voxceleb1\wav\id11083\HZE1wgLEXBw\00001.wav,id11083,True,25.0,0.5300876946106841,278.7764000004245
voxceleb1\wav\id10862\2bn9i9re2yI\00027.wav,id10862,True,25.0,0.25920824223872996,298.51139999846055
voxceleb1\wav\id10736\QhWw4AxHRrQ\00002.wav,id10736,True,25.0,0.7077853712412121,251.14099999882455
voxceleb1\wav\id10994\5GLhL4Km-_0\00009.wav,id10994,True,1.0,0.36105742974763577,269.81960000011895
voxceleb1\wav\id10946\QgAJv0CXl-4\00007.wav,id10946,True,1.0,0.469431930629137,296.95729999912146
voxceleb1\wav\id10994\5GLhL4Km-_0\00015.wav,id10994,True,1.0,0.3065448656265197,277.85770000082266
voxceleb1\wav\id10508\EDU4oSS3pow\00001.wav,id10508,True,0.04,0.6025281092175367,270.53650000016205
voxceleb1\wav\id10786\CWtlsidCW0w\00004.wav,id10786,True,1.0,0.30005931339380054,264.7810999987996
voxceleb1\wav\id10645\FvwFfMvvIQ0\00002.wav,id10645,True,25.0,0.4905661822884564,242.4613999992289
voxceleb1\wav\id10762\1ZWoxzrBYH8\00013.wav,id10762,True,1.0,0.3678054099223501,258.0692999999883
voxceleb1\wav\id10802\FuJgSCtw2VA\00009.wav,id10802,True,1.0,0.4132238643938292,253.60600000021805
voxceleb1\wav\id10329\EXBuk_FwHu0\00019.wav,id10329,True,25.0,0.4240833118717736,262.86269999945944
voxceleb1\wav\id10400\UkZsd-dpZTg\00007.wav,id10400,True,0.04,0.41320647654746934,247.447400000965
voxceleb1\wav\id11112\BtvYf7-8Vr4\00004.wav,id11112,True,1.0,0.40140840189829197,251.5170999995462
voxceleb1\wav\id10921\0Pz31wdsopU\00009.wav,id10921,True,0.04,0.24503142583019488,266.29200000024866
voxceleb1\wav\id10900\92CmdoV27Es\00002.wav,id10900,True,0.04,0.541472260242964,273.7895000009303
voxceleb1\wav\id10862\2bn9i9re2yI\00026.wav,id10862,True,0.04,0.23222638719232336,281.8293000000267
voxceleb1\wav\id10875\bDzNAlq_PXY\00002.wav,id10875,True,25.0,0.4132711169640252,278.6006999995152
voxceleb1\wav\id10921\0Pz31wdsopU\00010.wav,id10921,True,0.04,0.29588556073434913,255.6607000005897
voxceleb1\wav\id10762\3sfzgqqtbKM\00003.wav,id10762,True,0.04,0.4437005500281165,252.79480000062904
voxceleb1\wav\id10762\3nd2hWTR0LQ\00002.wav,id10762,True,25.0,0.49755829010462316,233.44709999946645
voxceleb1\wav\id10745\GeM07WoKPRQ\00003.wav,id10745,True,0.04,0.31228659697143846,256.53759999840986
voxceleb1\wav\id11048\P8-Fq-2Atiw\00006.wav,id11048,True,0.04,0.3585936912633677,257.61160000001837
voxceleb1\wav\id10994\5GLhL4Km-_0\00014.wav,id10994,True,25.0,0.6533042847528625,265.3381000000081
voxceleb1\wav\id11112\F-f32mt56js\00007.wav,id11112,True,25.0,0.3983797331836213,259.42489999943064
voxceleb1\wav\id10530\7Qk9YtRpUe0\00002.wav,id10530,True,1.0,0.3366430488633392,247.02069999875675
voxceleb1\wav\id10786\BP8Lsp8p8iY\00001.wav,id10786,True,1.0,0.4557317644835226,243.99929999890446
voxceleb1\wav\id11112\F-f32mt56js\00001.wav,id11112,True,1.0,0.33251973935384815,265.6103000008443
voxceleb1\wav\id10797\PAWMq0oYIxI\00001.wav,id10797,True,0.04,0.41231336704639154,280.45919999931357
voxceleb1\wav\id10645\PpufCRHg9os\00001.wav,id10645,True,0.04,0.3217371005186346,280.59120000034454
voxceleb1\wav\id10456\Lrgya-GutUg\00009.wav,id10456,True,0.04,0.37764538798994884,337.8331000003527
voxceleb1\wav\id11175\9jq2l0AMcNA\00018.wav,id11175,True,25.0,0.7084661603100735,594.0389999996114
voxceleb1\wav\id10994\5GLhL4Km-_0\00007.wav,id10994,True,0.04,0.3330522678626162,337.8231999995478
voxceleb1\wav\id10786\9w-EimtMXWs\00012.wav,id10786,True,1.0,0.20703064820955497,256.3341999994009
voxceleb1\wav\id10950\8pDGaKmyWhU\00004.wav,id10950,True,25.0,0.5795535343220011,258.6427999995067
voxceleb1\wav\id10530\CKRWmWrEU00\00009.wav,id10530,True,25.0,0.48624862460014284,256.2206000002334
voxceleb1\wav\id10921\B8oFwcURrps\00010.wav,id10921,True,25.0,0.4215247480233084,258.944999999585
voxceleb1\wav\id11059\P_Z5IEJRk4Y\00001.wav,id11059,True,1.0,0.3848035174506529,252.64400000014575
voxceleb1\wav\id10946\CSMzcozTg08\00005.wav,id10946,True,1.0,0.27954706514004457,261.9091999986267
voxceleb1\wav\id10476\O_k91Sbd0vw\00002.wav,id10476,True,1.0,0.318931034741733,254.4082000003982
voxceleb1\wav\id11112\F-f32mt56js\00003.wav,id11112,True,25.0,0.2942348943487182,256.5623000009509
voxceleb1\wav\id10994\5GLhL4Km-_0\00011.wav,id10994,True,25.0,0.6841888408314742,287.0226000013645
voxceleb1\wav\id10912\2yUgv3B_YcI\00011.wav,id10912,True,0.04,0.3017366431519377,317.2415999997611
voxceleb1\wav\id10797\BDhnUQwGYAo\00002.wav,id10797,True,0.04,0.5373630344265998,249.97590000020864
voxceleb1\wav\id10592\MtgOR5RLIgE\00004.wav,id10592,True,1.0,0.3452387508003648,254.89759999982198
voxceleb1\wav\id10736\QhWw4AxHRrQ\00001.wav,id10736,True,25.0,0.7684376095687377,253.84400000075402
voxceleb1\wav\id10946\QgAJv0CXl-4\00006.wav,id10946,True,0.04,0.5337886833582466,249.13220000053116
voxceleb1\wav\id10762\3nd2hWTR0LQ\00003.wav,id10762,True,1.0,0.5481119459021597,306.73879999994824
voxceleb1\wav\id10875\bDzNAlq_PXY\00012.wav,id10875,True,1.0,0.28624654304167463,254.19899999906193
voxceleb1\wav\id10476\W5nH1YBDHUg\00004.wav,id10476,True,0.04,0.2901865953623862,280.66190000026836
voxceleb1\wav\id10797\BDhnUQwGYAo\00014.wav,id10797,True,1.0,0.4825000711924139,284.513299999162
voxceleb1\wav\id10456\Lrgya-GutUg\00001.wav,id10456,True,25.0,0.5204633464555382,278.8448999999673
voxceleb1\wav\id10862\2bn9i9re2yI\00023.wav,id10862,True,1.0,0.42289459921752826,279.2005999999674
voxceleb1\wav\id10508\EDU4oSS3pow\00004.wav,id10508,True,25.0,0.7848476491751208,291.3038000006054
voxceleb1\wav\id10797\BDhnUQwGYAo\00013.wav,id10797,True,25.0,0.5333213175200152,290.64220000145724
voxceleb1\wav\id10756\3kvWhMqqhhA\00007.wav,id10756,True,0.04,0.5013136326170597,294.8796999990009
voxceleb1\wav\id10950\8pDGaKmyWhU\00010.wav,id10950,True,0.04,0.46527416628685125,293.87470000074245
voxceleb1\wav\id10600\Pxh-ihSUOTk\00002.wav,id10600,True,0.04,0.3347164147259112,258.2404000004317
voxceleb1\wav\id10994\5GLhL4Km-_0\00022.wav,id10994,True,1.0,0.3904024069537473,277.10710000064864
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00002.wav,id11083,True,0.04,0.3671749534431582,258.3432999999786
voxceleb1\wav\id10600\ILvCnoHCpMs\00001.wav,id10600,True,0.04,0.35119629889240767,264.9725000010221
voxceleb1\wav\id10400\T2huaLHjXY0\00002.wav,id10400,True,1.0,0.6118731022457427,267.9673000002367
voxceleb1\wav\id10400\UkZsd-dpZTg\00001.wav,id10400,True,0.04,0.39437700754477123,250.08669999988342
voxceleb1\wav\id10745\9NpQb6wgnNI\00001.wav,id10745,True,1.0,0.33948978226115534,252.09109999923385
voxceleb1\wav\id10802\FuJgSCtw2VA\00004.wav,id10802,True,1.0,0.34723640976763026,260.9431000000768
voxceleb1\wav\id11083\e216s0XVJIA\00002.wav,id11083,True,25.0,0.7283153713526732,290.10849999940547
voxceleb1\wav\id10508\8t97-YsuqpM\00009.wav,id10508,True,25.0,0.46255610680507087,275.5484000008437
voxceleb1\wav\id11251\7GtZpUtReJ8\00006.wav,id11251,True,0.04,0.446741756882566,279.59329999976035
voxceleb1\wav\id10786\BP8Lsp8p8iY\00002.wav,id10786,True,1.0,0.4184814761977883,309.2458999999508
voxceleb1\wav\id11175\9jq2l0AMcNA\00009.wav,id11175,True,25.0,0.5329094351088544,274.3556000004901
voxceleb1\wav\id10786\BP8Lsp8p8iY\00010.wav,id10786,True,25.0,0.4944772429802049,285.22739999971236
voxceleb1\wav\id10400\UkZsd-dpZTg\00003.wav,id10400,True,25.0,0.5006205305676009,309.39370000123745
voxceleb1\wav\id10530\CKRWmWrEU00\00003.wav,id10530,True,25.0,0.4329826326544296,294.372199999998
voxceleb1\wav\id10950\AN6ap6hG9OI\00002.wav,id10950,True,0.04,0.4663441707489997,292.72339999988617
voxceleb1\wav\id11175\9jq2l0AMcNA\00012.wav,id11175,True,25.0,0.5903667884038546,289.5424999987881
voxceleb1\wav\id11142\Gicu1gUl6iw\00010.wav,id11142,True,0.04,0.35562852850098436,279.91560000009486
voxceleb1\wav\id11059\9ow-Q4wUAgc\00005.wav,id11059,True,1.0,0.4645937227658342,279.2085999990377
voxceleb1\wav\id11083\e216s0XVJIA\00003.wav,id11083,True,0.04,0.4150181449371818,252.0526999996946
voxceleb1\wav\id10530\CKRWmWrEU00\00002.wav,id10530,True,25.0,0.4631925927470433,287.49790000074427
voxceleb1\wav\id11048\P8-Fq-2Atiw\00012.wav,id11048,True,1.0,0.401513991561269,254.94179999986954
voxceleb1\wav\id10530\CKRWmWrEU00\00005.wav,id10530,True,1.0,0.3047263757300598,246.61310000010417
voxceleb1\wav\id10762\3nd2hWTR0LQ\00004.wav,id10762,True,0.04,0.4104810619100655,272.04469999924186
voxceleb1\wav\id11175\9jq2l0AMcNA\00008.wav,id11175,True,1.0,0.31184442678499136,265.3920000011567
voxceleb1\wav\id11059\JWO7SPC-VmU\00002.wav,id11059,True,0.04,0.4231625470628476,267.95620000120834
voxceleb1\wav\id10824\EPj8oj_wjI4\00002.wav,id10824,True,1.0,0.3409900579573325,266.1403000001883
voxceleb1\wav\id10950\8pDGaKmyWhU\00005.wav,id10950,True,0.04,0.551357926778574,271.27809999910824
voxceleb1\wav\id10745\GeM07WoKPRQ\00007.wav,id10745,True,25.0,0.31483722066687647,260.6606000008469
voxceleb1\wav\id10912\2yUgv3B_YcI\00020.wav,id10912,True,0.04,0.28036662348679264,256.4905999988696
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00001.wav,id11083,True,0.04,0.4589195404908919,269.4835999991483
voxceleb1\wav\id10476\W5nH1YBDHUg\00003.wav,id10476,True,25.0,0.5682119086081354,269.6480000013253
voxceleb1\wav\id10756\3kvWhMqqhhA\00017.wav,id10756,True,0.04,0.3768103726529397,259.8073999997723
voxceleb1\wav\id10736\Wx-dJoKmZQk\00004.wav,id10736,True,0.04,0.40724098332042236,270.3015000006417
voxceleb1\wav\id11112\F-f32mt56js\00008.wav,id11112,True,1.0,0.29124494165542925,253.1953000016074
voxceleb1\wav\id11073\X2JQAUc-vnc\00002.wav,id11073,True,0.04,0.3134639057932792,261.40440000017406
voxceleb1\wav\id10786\BP8Lsp8p8iY\00006.wav,id10786,True,1.0,0.38127524593669104,258.3361999986664
voxceleb1\wav\id10508\OZxQo0H6O28\00006.wav,id10508,True,25.0,0.5852168220828049,300.27760000120907
voxceleb1\wav\id11251\Dfid1LOxOT8\00002.wav,id11251,True,1.0,0.4375880897923732,295.66739999972924
voxceleb1\wav\id10762\1ZWoxzrBYH8\00012.wav,id10762,True,1.0,0.19851163303703878,288.8418000002275
voxceleb1\wav\id10921\B8oFwcURrps\00006.wav,id10921,True,25.0,0.4303444998528172,296.10349999893515
voxceleb1\wav\id10592\8IIwLtU_XrQ\00002.wav,id10592,True,1.0,0.36617531821176463,282.84549999989395
voxceleb1\wav\id10476\agQ0RfUEo14\00004.wav,id10476,True,25.0,0.45321373313644875,276.15740000146616
voxceleb1\wav\id10786\CWtlsidCW0w\00003.wav,id10786,True,0.04,0.3238854720230354,276.39300000009825
voxceleb1\wav\id10862\2bn9i9re2yI\00013.wav,id10862,True,0.04,0.3460745113533905,281.4297000004444
voxceleb1\wav\id10802\Hx-Zv22BEQU\00001.wav,id10802,True,1.0,0.48736977632283585,317.4431999996159
voxceleb1\wav\id10900\9Cw6BvLA_Jk\00002.wav,id10900,True,0.04,0.31066962251769614,288.7224000005517
voxceleb1\wav\id11045\2miKTQb6chA\00011.wav,id11045,True,25.0,0.32224093696411416,273.49989999856916
voxceleb1\wav\id10645\PpufCRHg9os\00007.wav,id10645,True,0.04,0.1915617236279613,276.69500000047265
voxceleb1\wav\id10950\8pDGaKmyWhU\00006.wav,id10950,True,25.0,0.6694311492169222,249.40269999933662
voxceleb1\wav\id10736\YA6ZeBUaNKM\00001.wav,id10736,True,0.04,0.5412631964567463,264.0119000006962
voxceleb1\wav\id10921\B8oFwcURrps\00001.wav,id10921,True,1.0,0.37520273734309784,253.7663999992219
voxceleb1\wav\id10508\EDU4oSS3pow\00002.wav,id10508,True,0.04,0.654868078205094,278.7484999989829
voxceleb1\wav\id10950\8pDGaKmyWhU\00012.wav,id10950,True,0.04,0.4293723881721463,251.33679999999003
voxceleb1\wav\id10946\NdrTWoGwC7k\00003.wav,id10946,True,0.04,0.3794149805159236,262.7721000008023
voxceleb1\wav\id10745\GeM07WoKPRQ\00001.wav,id10745,True,25.0,0.39663936406835687,259.93539999944915
voxceleb1\wav\id11073\X2JQAUc-vnc\00004.wav,id11073,True,25.0,0.3322285839939457,261.44030000068597
voxceleb1\wav\id10508\OZxQo0H6O28\00003.wav,id10508,True,1.0,0.4693788618903926,260.51189999998314
voxceleb1\wav\id10762\1ZWoxzrBYH8\00011.wav,id10762,True,25.0,0.30724881806222415,255.64590000067255
voxceleb1\wav\id10762\3sfzgqqtbKM\00010.wav,id10762,True,0.04,0.40449361476711476,295.2322000001004
voxceleb1\wav\id10329\EXBuk_FwHu0\00020.wav,id10329,True,0.04,0.25710330098320977,325.23330000003625
voxceleb1\wav\id10921\9tW_4EHjdZs\00001.wav,id10921,True,25.0,0.6302502003044504,303.21510000067065
voxceleb1\wav\id10329\EXBuk_FwHu0\00014.wav,id10329,True,0.04,0.2720366203942993,288.1992000002356
voxceleb1\wav\id11059\NbVrCKilytE\00004.wav,id11059,True,1.0,0.42101345201186,286.76350000023376
voxceleb1\wav\id10329\EXBuk_FwHu0\00026.wav,id10329,True,1.0,0.2821001909141524,278.105699999287
voxceleb1\wav\id11112\F-f32mt56js\00009.wav,id11112,True,25.0,0.3795340561758406,270.48930000091786
voxceleb1\wav\id10797\BDhnUQwGYAo\00012.wav,id10797,True,25.0,0.5319247398004738,253.88700000075914
voxceleb1\wav\id10600\ILvCnoHCpMs\00005.wav,id10600,True,1.0,0.4049423483247421,254.12890000006882
voxceleb1\wav\id10950\8pDGaKmyWhU\00009.wav,id10950,True,1.0,0.4244605958884282,265.42979999976524
voxceleb1\wav\id11142\Gicu1gUl6iw\00002.wav,id11142,True,25.0,0.5718228949796007,266.68859999881533
voxceleb1\wav\id10600\RkI7NNeesVU\00001.wav,id10600,True,25.0,0.4095531998747136,251.55780000022787
voxceleb1\wav\id10329\EXBuk_FwHu0\00009.wav,id10329,True,25.0,0.42963782144934415,272.3297000011371
voxceleb1\wav\id10786\CWtlsidCW0w\00001.wav,id10786,True,0.04,0.25869464577889634,258.28790000014124
voxceleb1\wav\id11009\77WS8eN5h3s\00009.wav,id11009,True,25.0,0.33663634897606853,266.319400001521
voxceleb1\wav\id10862\2bn9i9re2yI\00021.wav,id10862,True,25.0,0.29132095670941294,295.16250000051514
voxceleb1\wav\id11251\Drcw9TLFNb0\00003.wav,id11251,True,0.04,0.32829986790058774,278.6829000015132
voxceleb1\wav\id10329\EXBuk_FwHu0\00013.wav,id10329,True,1.0,0.3559349141901067,284.2290000007779
voxceleb1\wav\id10592\N6Xz7-IZvVo\00004.wav,id10592,True,25.0,0.5144791472919122,309.9335999995674
voxceleb1\wav\id10875\bDzNAlq_PXY\00011.wav,id10875,True,0.04,0.33327588291182064,273.91829999942274
voxceleb1\wav\id10329\EXBuk_FwHu0\00025.wav,id10329,True,25.0,0.5153354966447421,288.4942000000592
voxceleb1\wav\id10530\CKRWmWrEU00\00008.wav,id10530,True,25.0,0.33892151080702515,319.3630999994639
voxceleb1\wav\id10600\RkI7NNeesVU\00003.wav,id10600,True,0.04,0.34900282793734494,282.96649999902
voxceleb1\wav\id11142\Gicu1gUl6iw\00011.wav,id11142,True,1.0,0.368309648084969,309.4136999989132
voxceleb1\wav\id10329\EXBuk_FwHu0\00021.wav,id10329,True,0.04,0.2713010030541062,353.7380000016128
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00006.wav,id10875,True,25.0,0.4045128314391102,372.00339999981225
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00004.wav,id10875,True,1.0,0.30549108593008123,332.91540000027453
voxceleb1\wav\id11048\O8yIcoe2doA\00006.wav,id11048,True,0.04,0.4246257294589286,316.6569000004529
voxceleb1\wav\id11142\Gicu1gUl6iw\00012.wav,id11142,True,0.04,0.37573450267045105,346.75959999913175
voxceleb1\wav\id10875\bDzNAlq_PXY\00004.wav,id10875,True,1.0,0.28813715129617523,313.4129000009125
voxceleb1\wav\id11048\P8-Fq-2Atiw\00003.wav,id11048,True,25.0,0.47984558070591354,346.19369999927585
voxceleb1\wav\id11045\AvQ8yF93phA\00001.wav,id11045,True,0.04,0.3996233146374353,358.6238999996567
voxceleb1\wav\id10946\NdrTWoGwC7k\00001.wav,id10946,True,0.04,0.43203742926763367,319.77009999900474
voxceleb1\wav\id10994\5GLhL4Km-_0\00010.wav,id10994,True,0.04,0.2413938059941274,347.20650000053865
voxceleb1\wav\id10912\2yUgv3B_YcI\00018.wav,id10912,True,25.0,0.5347488817233027,295.55290000098466
voxceleb1\wav\id11112\BtvYf7-8Vr4\00008.wav,id11112,True,0.04,0.4551574847087133,284.6460000000661
voxceleb1\wav\id10736\Wx-dJoKmZQk\00001.wav,id10736,True,1.0,0.45899697415222107,288.8466000003973
voxceleb1\wav\id11048\P8-Fq-2Atiw\00011.wav,id11048,True,1.0,0.4959558425691548,275.82970000003115
voxceleb1\wav\id10645\a6IDMPJJh8c\00001.wav,id10645,True,0.04,0.3780627303311016,286.38669999963895
voxceleb1\wav\id10824\EPj8oj_wjI4\00005.wav,id10824,True,0.04,0.33759189166264125,277.46010000009846
voxceleb1\wav\id10875\bDzNAlq_PXY\00009.wav,id10875,True,1.0,0.2740836940183785,273.02419999978156
voxceleb1\wav\id10912\2yUgv3B_YcI\00012.wav,id10912,True,1.0,0.25958978506326547,268.6907000006613
voxceleb1\wav\id10862\2bn9i9re2yI\00019.wav,id10862,True,0.04,0.2533139952370276,278.0129999991914
voxceleb1\wav\id10762\3sfzgqqtbKM\00004.wav,id10762,True,1.0,0.40406012428756966,278.2525999991776
voxceleb1\wav\id10400\UkZsd-dpZTg\00008.wav,id10400,True,25.0,0.6156233536994076,276.0870000001887
voxceleb1\wav\id11142\Gicu1gUl6iw\00004.wav,id11142,True,25.0,0.5830533425701011,273.780399998941
voxceleb1\wav\id10912\67p2Yi5aHUM\00002.wav,id10912,True,25.0,0.7498011994145306,309.64009999843256
voxceleb1\wav\id10921\3eOLzFdEjYU\00003.wav,id10921,True,25.0,0.2903012782652651,333.53940000051807
