wav_path,claimed_id,genuine,snr_db,distance,latency_ms
voxceleb1\wav\id11142\Gicu1gUl6iw\00012.wav,id11142,True,40,0.3706248857786937,287.2152999989339
voxceleb1\wav\id10950\9PdJXCWsX1w\00001.wav,id10950,True,40,0.3359115855183882,262.20420000026934
voxceleb1\wav\id10736\8hMkhwBzaJY\00009.wav,id10736,True,40,0.35790055015593136,293.05699999895296
voxceleb1\wav\id10476\agQ0RfUEo14\00003.wav,id10476,True,40,0.35961818819681035,292.6976000017021
voxceleb1\wav\id11175\9jq2l0AMcNA\00012.wav,id11175,True,40,0.4476307279228433,283.51130000010016
voxceleb1\wav\id11045\HewcG4UqpIU\00009.wav,id11045,True,40,0.32553378535714705,287.56629999952565
voxceleb1\wav\id10745\GeM07WoKPRQ\00004.wav,id10745,True,40,0.28505067236739445,308.36270000145305
voxceleb1\wav\id11112\F-f32mt56js\00002.wav,id11112,True,40,0.30340413092167795,274.2256000001362
voxceleb1\wav\id11251\Dfid1LOxOT8\00004.wav,id11251,True,40,0.345445338948549,288.30569999990985
voxceleb1\wav\id10946\NdrTWoGwC7k\00006.wav,id10946,True,40,0.524120504432236,269.9494999997114
voxceleb1\wav\id11251\Dfid1LOxOT8\00003.wav,id11251,True,40,0.3234153219494321,266.068400000222
voxceleb1\wav\id11009\SiQyvjzbTp8\00003.wav,id11009,True,40,0.35749886238520756,292.55879999982426
voxceleb1\wav\id11251\Tmh87G_cDZo\00001.wav,id11251,True,40,0.41400979583452857,269.32209999904444
voxceleb1\wav\id11251\AvV4LWBq00g\00002.wav,id11251,True,40,0.48205324473044964,284.6638000009989
voxceleb1\wav\id10530\CKRWmWrEU00\00007.wav,id10530,True,40,0.48058048659136354,278.6274999998568
voxceleb1\wav\id11175\9jq2l0AMcNA\00009.wav,id11175,True,40,0.3506068462056964,288.9279999999417
voxceleb1\wav\id10476\agQ0RfUEo14\00006.wav,id10476,True,40,0.43096651325889124,261.9672000000719
voxceleb1\wav\id11009\FUemeogd1lA\00003.wav,id11009,True,40,0.47315724798291714,266.77700000072946
voxceleb1\wav\id10745\GeM07WoKPRQ\00003.wav,id10745,True,40,0.30609856722659934,272.5611999994726
voxceleb1\wav\id10950\8pDGaKmyWhU\00003.wav,id10950,True,40,0.5133871386289466,300.5570000004809
voxceleb1\wav\id11112\F-f32mt56js\00003.wav,id11112,True,40,0.30449000825260397,296.7389000004914
voxceleb1\wav\id10824\EPj8oj_wjI4\00002.wav,id10824,True,40,0.3544604841121174,290.47329999957583
voxceleb1\wav\id10592\K0YrTxZ9a4o\00002.wav,id10592,True,40,0.40713985166487143,289.27650000150607
voxceleb1\wav\id10802\FuJgSCtw2VA\00005.wav,id10802,True,40,0.4033676771898158,265.45230000010633
voxceleb1\wav\id11059\NbVrCKilytE\00003.wav,id11059,True,40,0.40581385233656175,276.91330000016023
voxceleb1\wav\id10862\2bn9i9re2yI\00024.wav,id10862,True,40,0.2908199123130688,269.27040000009583
voxceleb1\wav\id10921\B8oFwcURrps\00009.wav,id10921,True,40,0.28567423120188606,270.44369999930495
voxceleb1\wav\id10530\B8oeUlhmqFE\00003.wav,id10530,True,40,0.3559547218324913,273.6595000005764
voxceleb1\wav\id10329\EXBuk_FwHu0\00017.wav,id10329,True,40,0.35485219668721113,264.85569999931613
voxceleb1\wav\id10456\Lrgya-GutUg\00008.wav,id10456,True,40,0.42243777347676215,267.8334000011091
voxceleb1\wav\id10456\Lrgya-GutUg\00004.wav,id10456,True,40,0.4455520346933809,255.15610000002198
voxceleb1\wav\id10592\PDfBidpJ5Jc\00001.wav,id10592,True,40,0.3642540096646347,273.96560000124737
voxceleb1\wav\id10736\QhWw4AxHRrQ\00001.wav,id10736,True,40,0.5398117064997308,265.3609000008146
voxceleb1\wav\id10456\L6TBYanT-fQ\00003.wav,id10456,True,40,0.3920808274205768,271.2725000001228
voxceleb1\wav\id11059\89FrzqI2x0A\00007.wav,id11059,True,40,0.5055427610568259,265.4961000007461
voxceleb1\wav\id10912\2yUgv3B_YcI\00021.wav,id10912,True,40,0.3468801343632082,262.31170000028214
voxceleb1\wav\id10946\QgAJv0CXl-4\00001.wav,id10946,True,40,0.45191792318199353,250.41950000013458
voxceleb1\wav\id11142\Gicu1gUl6iw\00007.wav,id11142,True,40,0.34415388988016515,265.94830000067304
voxceleb1\wav\id11083\WQrVyLYxYKE\00003.wav,id11083,True,40,0.47809304167039446,272.129799999675
voxceleb1\wav\id10476\W5nH1YBDHUg\00003.wav,id10476,True,40,0.4502289451982695,275.9249999999156
voxceleb1\wav\id10921\3eOLzFdEjYU\00002.wav,id10921,True,40,0.3190252054758318,252.6573000013741
voxceleb1\wav\id10645\PpufCRHg9os\00008.wav,id10645,True,40,0.31255361865636944,280.02139999989595
voxceleb1\wav\id10736\QhWw4AxHRrQ\00004.wav,id10736,True,40,0.526334532474172,303.94520000118064
voxceleb1\wav\id10900\6ciWZe60ahQ\00007.wav,id10900,True,40,0.27761016025465557,293.31769999953394
voxceleb1\wav\id10508\EDU4oSS3pow\00002.wav,id10508,True,40,0.6484133676290503,296.25380000106816
voxceleb1\wav\id10756\3kvWhMqqhhA\00010.wav,id10756,True,40,0.3776509552294687,315.0130000012723
voxceleb1\wav\id10921\B8oFwcURrps\00010.wav,id10921,True,40,0.24902038808880078,324.9354999989009
voxceleb1\wav\id10950\8pDGaKmyWhU\00011.wav,id10950,True,40,0.46060713727124714,288.99269999965327
voxceleb1\wav\id10921\B8oFwcURrps\00008.wav,id10921,True,40,0.33988145742170206,271.2026000008336
voxceleb1\wav\id11142\2n8y1cwQoyo\00003.wav,id11142,True,40,0.47422445356914056,264.73149999947054
voxceleb1\wav\id10600\RkI7NNeesVU\00002.wav,id10600,True,40,0.4393067633441703,263.24769999882847
voxceleb1\wav\id10950\8pDGaKmyWhU\00001.wav,id10950,True,40,0.5093143310922961,274.4764999988547
voxceleb1\wav\id11073\X2JQAUc-vnc\00002.wav,id11073,True,40,0.3147205814407783,296.57899999983783
voxceleb1\wav\id10912\2yUgv3B_YcI\00014.wav,id10912,True,40,0.32492777877390455,275.90370000143594
voxceleb1\wav\id11112\FUiiruCPVTI\00001.wav,id11112,True,40,0.40228263018697286,287.7446000002237
voxceleb1\wav\id10900\9Cw6BvLA_Jk\00001.wav,id10900,True,40,0.3895882680664994,270.79999999841675
voxceleb1\wav\id10530\7Qk9YtRpUe0\00003.wav,id10530,True,40,0.4074149815745127,278.4102999994502
voxceleb1\wav\id11073\M44AVe_BcGE\00002.wav,id11073,True,40,0.4645098269600464,259.69310000073165
voxceleb1\wav\id10645\PpufCRHg9os\00002.wav,id10645,True,40,0.3348139811158375,259.03529999959574
voxceleb1\wav\id10745\A8-uShr2gJc\00002.wav,id10745,True,40,0.3500559024863973,279.9403999997594
voxceleb1\wav\id10329\EXBuk_FwHu0\00028.wav,id10329,True,40,0.3214301636102075,270.1366999990569
voxceleb1\wav\id10756\3kvWhMqqhhA\00012.wav,id10756,True,40,0.36099846370678146,258.49490000109654
voxceleb1\wav\id10600\Pxh-ihSUOTk\00008.wav,id10600,True,40,0.36707248071099585,267.3941000011837
voxceleb1\wav\id10875\bDzNAlq_PXY\00001.wav,id10875,True,40,0.19784242066318825,258.6404000012408
voxceleb1\wav\id11073\YGaZty9KOGk\00001.wav,id11073,True,40,0.4577205683570278,271.1135999998078
voxceleb1\wav\id10900\92CmdoV27Es\00002.wav,id10900,True,40,0.5471302329149196,299.25100000036764
voxceleb1\wav\id10756\3kvWhMqqhhA\00001.wav,id10756,True,40,0.47100914702305097,294.06680000101915
voxceleb1\wav\id10756\3kvWhMqqhhA\00008.wav,id10756,True,40,0.31299347666339083,295.5701999999292
voxceleb1\wav\id10950\8pDGaKmyWhU\00010.wav,id10950,True,40,0.4721382552318949,300.4704999984824
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00002.wav,id11083,True,40,0.35266148863567515,274.52919999996084
voxceleb1\wav\id10508\OZxQo0H6O28\00009.wav,id10508,True,40,0.4831465414285915,292.5372999998217
voxceleb1\wav\id10762\1ZWoxzrBYH8\00012.wav,id10762,True,40,0.1937888384020766,288.1459999989602
voxceleb1\wav\id10862\2bn9i9re2yI\00009.wav,id10862,True,40,0.2834812141760833,343.1796000004397
voxceleb1\wav\id10912\2yUgv3B_YcI\00015.wav,id10912,True,40,0.24057133745809534,299.30959999910556
voxceleb1\wav\id11045\2miKTQb6chA\00009.wav,id11045,True,40,0.2405216761495661,297.4527999995189
voxceleb1\wav\id11251\Drcw9TLFNb0\00003.wav,id11251,True,40,0.32856857443830023,292.7553999998054
voxceleb1\wav\id11048\P8-Fq-2Atiw\00001.wav,id11048,True,40,0.5026041116475155,271.82019999963813
voxceleb1\wav\id10508\OZxQo0H6O28\00005.wav,id10508,True,40,0.3914589762737798,271.9204000004538
voxceleb1\wav\id10950\ABumGmJrM4U\00001.wav,id10950,True,40,0.5768385665028379,262.33070000125736
voxceleb1\wav\id10824\FbKRFA9Efgc\00001.wav,id10824,True,40,0.44373636944632955,256.77470000118774
voxceleb1\wav\id10736\8hMkhwBzaJY\00012.wav,id10736,True,40,0.2869622323843676,270.0764999990497
voxceleb1\wav\id10456\Lrgya-GutUg\00001.wav,id10456,True,40,0.4314685547771423,261.87539999955334
voxceleb1\wav\id10592\8IIwLtU_XrQ\00004.wav,id10592,True,40,0.4056357096214892,263.75480000024254
voxceleb1\wav\id10912\2yUgv3B_YcI\00012.wav,id10912,True,40,0.27166422142322844,265.5553000004147
voxceleb1\wav\id11175\9jq2l0AMcNA\00013.wav,id11175,True,40,0.3801986335370746,262.8073999985645
voxceleb1\wav\id11059\9ow-Q4wUAgc\00002.wav,id11059,True,40,0.3753492233824245,264.58930000080727
voxceleb1\wav\id11009\FUemeogd1lA\00005.wav,id11009,True,40,0.34533614276327373,268.32160000049043
voxceleb1\wav\id10912\67p2Yi5aHUM\00002.wav,id10912,True,40,0.4438081857567048,300.1250999986951
voxceleb1\wav\id11175\9jq2l0AMcNA\00010.wav,id11175,True,40,0.33681869424222655,301.4579999999114
voxceleb1\wav\id10797\BDhnUQwGYAo\00005.wav,id10797,True,40,0.4518009153801896,297.771700001249
voxceleb1\wav\id11083\HZE1wgLEXBw\00001.wav,id11083,True,40,0.35283373891249836,289.04940000029455
voxceleb1\wav\id11009\FUemeogd1lA\00002.wav,id11009,True,40,0.40722046799026546,295.6200999997236
voxceleb1\wav\id11045\2miKTQb6chA\00010.wav,id11045,True,40,0.3872060104522643,265.58489999843005
voxceleb1\wav\id10329\EXBuk_FwHu0\00027.wav,id10329,True,40,0.28224578262777533,278.0204999999114
voxceleb1\wav\id10476\W5nH1YBDHUg\00002.wav,id10476,True,40,0.3142807809709871,267.8790999998455
voxceleb1\wav\id10530\B8oeUlhmqFE\00002.wav,id10530,True,40,0.3804664128991736,258.81810000100813
voxceleb1\wav\id11073\X2JQAUc-vnc\00005.wav,id11073,True,40,0.3146797089252409,262.30500000019674
voxceleb1\wav\id10400\UkZsd-dpZTg\00005.wav,id10400,True,40,0.4585450074308325,279.90239999962796
voxceleb1\wav\id10950\8pDGaKmyWhU\00008.wav,id10950,True,40,0.424436197021282,248.78300000091258
voxceleb1\wav\id11175\ceU3Lw9-d9M\00003.wav,id11175,True,40,0.34832991376516986,266.48690000001807
voxceleb1\wav\id10476\W5nH1YBDHUg\00004.wav,id10476,True,40,0.2831702837106146,267.2523999990517
voxceleb1\wav\id11251\Dfid1LOxOT8\00001.wav,id11251,True,40,0.36632125035897223,267.52099999976053
voxceleb1\wav\id11045\HewcG4UqpIU\00007.wav,id11045,True,40,0.3201568984466612,275.21970000088913
voxceleb1\wav\id11048\O8yIcoe2doA\00005.wav,id11048,True,40,0.4541589474146315,269.5089000008011
voxceleb1\wav\id11059\P_Z5IEJRk4Y\00001.wav,id11059,True,40,0.38951498016263353,286.68670000115526
voxceleb1\wav\id10329\EXBuk_FwHu0\00023.wav,id10329,True,40,0.2859613332746366,286.3876999999775
voxceleb1\wav\id10736\Wx-dJoKmZQk\00002.wav,id10736,True,40,0.5004944525972167,282.93980000125885
voxceleb1\wav\id10900\Bcm3h0xffs8\00002.wav,id10900,True,40,0.32186544114163707,325.3335000008519
voxceleb1\wav\id10400\UkZsd-dpZTg\00006.wav,id10400,True,40,0.3526344525541487,274.0073000004486
voxceleb1\wav\id10875\bDzNAlq_PXY\00008.wav,id10875,True,40,0.34810287743729174,278.2676000006177
voxceleb1\wav\id10456\Lrgya-GutUg\00005.wav,id10456,True,40,0.36688138564151906,312.3408000010386
voxceleb1\wav\id10745\9NpQb6wgnNI\00004.wav,id10745,True,40,0.38196839427336426,330.2237000007153
voxceleb1\wav\id11142\2n8y1cwQoyo\00005.wav,id11142,True,40,0.45516397133102127,295.579199999338
voxceleb1\wav\id10862\2bn9i9re2yI\00023.wav,id10862,True,40,0.425928304991364,286.83619999901566
voxceleb1\wav\id10921\3eOLzFdEjYU\00001.wav,id10921,True,40,0.30649826542872605,307.28719999933674
voxceleb1\wav\id10862\2bn9i9re2yI\00020.wav,id10862,True,40,0.3081668617191663,294.570100000783
voxceleb1\wav\id10862\2bn9i9re2yI\00012.wav,id10862,True,40,0.2753460563043022,260.2468000004592
voxceleb1\wav\id10875\bDzNAlq_PXY\00011.wav,id10875,True,40,0.3278410503957716,260.2411999996548
voxceleb1\wav\id10530\7Qk9YtRpUe0\00002.wav,id10530,True,40,0.34965561827464475,265.90759999999136
voxceleb1\wav\id10530\7Qk9YtRpUe0\00004.wav,id10530,True,40,0.2679378004156563,266.50549999976647
voxceleb1\wav\id11251\Drcw9TLFNb0\00001.wav,id11251,True,40,0.3530743282715033,269.6360999998433
voxceleb1\wav\id11048\P8-Fq-2Atiw\00002.wav,id11048,True,40,0.3497300925524507,274.15669999936654
voxceleb1\wav\id10508\8t97-YsuqpM\00011.wav,id10508,True,40,0.2762983234495079,268.92550000047777
voxceleb1\wav\id10921\B8oFwcURrps\00001.wav,id10921,True,40,0.3697661280328187,264.2635000011069
voxceleb1\wav\id10592\N6Xz7-IZvVo\00002.wav,id10592,True,40,0.367168696806887,266.1845999991783
voxceleb1\wav\id10530\CKRWmWrEU00\00008.wav,id10530,True,40,0.32855431831887627,266.98360000045795
voxceleb1\wav\id10476\HvleHkiBb3s\00003.wav,id10476,True,40,0.32697037834425935,264.46690000011586
voxceleb1\wav\id10762\3sfzgqqtbKM\00002.wav,id10762,True,40,0.4422846159515633,260.2484999988519
voxceleb1\wav\id10736\QhWw4AxHRrQ\00003.wav,id10736,True,40,0.4643903531416286,256.3605000013922
voxceleb1\wav\id10756\3xOseyV7srA\00001.wav,id10756,True,40,0.3664049037898336,271.0453999989113
voxceleb1\wav\id11083\WQrVyLYxYKE\00004.wav,id11083,True,40,0.4347093481200427,255.5408999996871
voxceleb1\wav\id10508\EDU4oSS3pow\00003.wav,id10508,True,40,0.7523064064511923,254.43040000027395
voxceleb1\wav\id10900\Bcm3h0xffs8\00006.wav,id10900,True,40,0.37555374787771323,284.6263999999792
voxceleb1\wav\id10456\VTt_jQv2I8s\00001.wav,id10456,True,40,0.40363048124883405,276.89400000053865
voxceleb1\wav\id10824\BgTZDSJKLks\00004.wav,id10824,True,40,0.4305396524780708,296.97459999988496
voxceleb1\wav\id10329\EXBuk_FwHu0\00013.wav,id10329,True,40,0.35651423649055336,313.391199999387
voxceleb1\wav\id10756\3kvWhMqqhhA\00005.wav,id10756,True,40,0.3218053974073336,292.1172000005754
voxceleb1\wav\id10994\5GLhL4Km-_0\00012.wav,id10476,False,40,0.9517821606294983,289.5107000003918
voxceleb1\wav\id10786\9w-EimtMXWs\00012.wav,id10600,False,40,0.7961516020239825,294.1296999997576
voxceleb1\wav\id10736\Wx-dJoKmZQk\00002.wav,id10329,False,40,0.8476791726540858,265.39170000069134
voxceleb1\wav\id11073\9sGEfsatKi8\00001.wav,id10921,False,40,0.8914530579822749,273.44730000004347
voxceleb1\wav\id11142\Gicu1gUl6iw\00016.wav,id10508,False,40,0.9856537790260521,256.19279999955324
voxceleb1\wav\id11142\Gicu1gUl6iw\00002.wav,id10736,False,40,0.9278760268588389,257.3389999997744
voxceleb1\wav\id11175\9jq2l0AMcNA\00010.wav,id11045,False,40,0.9657886826270898,308.60560000110127
voxceleb1\wav\id10862\2bn9i9re2yI\00021.wav,id10745,False,40,0.945667494511191,290.3628000003664
voxceleb1\wav\id10456\Lrgya-GutUg\00004.wav,id10600,False,40,0.9905377765519532,257.91150000077323
voxceleb1\wav\id10946\NdrTWoGwC7k\00005.wav,id10797,False,40,0.9082573080055205,293.77740000018093
voxceleb1\wav\id11073\M44AVe_BcGE\00001.wav,id11009,False,40,1.1700963174684265,303.6628000008932
voxceleb1\wav\id11112\F-f32mt56js\00005.wav,id11073,False,40,0.935309363849013,332.6376999993954
voxceleb1\wav\id10900\EWCiDtQ67bQ\00003.wav,id10994,False,40,0.8943129221422483,282.5955000007525
