wav_path,claimed_id,true_speaker,genuine,accepted,distance,latency_ms
voxceleb1\wav\id10797\BDhnUQwGYAo\00006.wav,id10797,id10797,True,False,0.5464187658818898,226.31989999899815
voxceleb1\wav\id10600\Pxh-ihSUOTk\00005.wav,id10600,id10600,True,False,0.4343554686403538,218.3586999999534
voxceleb1\wav\id10592\MtgOR5RLIgE\00001.wav,id10592,id10592,True,True,0.3941078408421007,251.78720000076282
voxceleb1\wav\id10592\PDfBidpJ5Jc\00001.wav,id10592,id10592,True,True,0.36355037193589645,246.9041999993351
voxceleb1\wav\id10824\BgTZDSJKLks\00001.wav,id10824,id10824,True,True,0.344810993478015,221.714699999211
voxceleb1\wav\id10476\agQ0RfUEo14\00005.wav,id10476,id10476,True,True,0.3447362885051012,216.1366000000271
voxceleb1\wav\id10645\QqO6kjUmbR8\00001.wav,id10645,id10645,True,False,0.5004370026840917,213.93500000158383
voxceleb1\wav\id10762\1ZWoxzrBYH8\00010.wav,id10762,id10762,True,True,0.2178658495941156,225.66050000023097
voxceleb1\wav\id10530\B8oeUlhmqFE\00002.wav,id10530,id10530,True,True,0.37941256199632234,225.65109999959532
voxceleb1\wav\id10912\3efhGhqizHg\00005.wav,id10912,id10912,True,False,0.41519099570583073,231.1504999997851
voxceleb1\wav\id11073\9sGEfsatKi8\00005.wav,id11073,id11073,True,True,0.30838912185688827,231.25890000119398
voxceleb1\wav\id10875\bDzNAlq_PXY\00007.wav,id10756,impostor,False,False,0.9746615530530724,225.7817999998224
voxceleb1\wav\id11073\M44AVe_BcGE\00002.wav,id11073,id11073,True,False,0.4683882204698361,245.22070000057283
voxceleb1\wav\id11251\9h3PzQ9kL4w\00001.wav,id11251,id11251,True,False,0.5900023959151965,233.4501999994245
voxceleb1\wav\id10862\2bn9i9re2yI\00013.wav,id10875,impostor,False,False,0.7565991718885205,244.0818000013678
voxceleb1\wav\id11009\FUemeogd1lA\00005.wav,id11009,id11009,True,True,0.34757463770354413,248.39950000023236
voxceleb1\wav\id11045\HewcG4UqpIU\00005.wav,id11045,id11045,True,True,0.2639483217394415,306.60139999963576
voxceleb1\wav\id10824\Ez1o4NcC7pY\00004.wav,id11048,impostor,False,False,0.9162533838489302,264.86490000024787
voxceleb1\wav\id10802\7LcN6ETgW44\00002.wav,id10802,id10802,True,True,0.331789428853587,266.2390999994386
voxceleb1\wav\id10329\EXBuk_FwHu0\00011.wav,id10329,id10329,True,False,0.4289740820696696,244.22989999948186
voxceleb1\wav\id10400\T2huaLHjXY0\00002.wav,id10797,impostor,False,False,0.9514464388729147,229.0832999988197
voxceleb1\wav\id10797\BDhnUQwGYAo\00003.wav,id10900,impostor,False,False,0.9366120195347547,217.49809999892022
voxceleb1\wav\id11251\7GtZpUtReJ8\00006.wav,id11083,impostor,False,False,0.9315543910793838,226.30650000064634
voxceleb1\wav\id11059\NbVrCKilytE\00003.wav,id10946,impostor,False,False,0.9286110019493524,222.0872000016243
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00005.wav,id10875,id10875,True,True,0.33547757409540924,241.6266000000178
voxceleb1\wav\id10786\BP8Lsp8p8iY\00003.wav,id10786,id10786,True,False,0.42457215520420144,224.96420000061335
voxceleb1\wav\id10329\EXBuk_FwHu0\00010.wav,id10456,impostor,False,False,0.9194951926517133,237.64899999878253
voxceleb1\wav\id10400\QS6RrYT7KKM\00006.wav,id10400,id10400,True,True,0.3808457973753949,231.0501000010845
voxceleb1\wav\id10912\2yUgv3B_YcI\00009.wav,id11045,impostor,False,False,1.0016333297046498,230.2719999988767
voxceleb1\wav\id10592\MtgOR5RLIgE\00004.wav,id10994,impostor,False,False,1.0629787980479979,230.74369999994815
voxceleb1\wav\id10329\EXBuk_FwHu0\00021.wav,id10797,impostor,False,False,0.7857558739985331,237.84150000028603
voxceleb1\wav\id10762\3sfzgqqtbKM\00008.wav,id10762,id10762,True,True,0.3213357870483067,241.18950000047334
voxceleb1\wav\id10756\3kvWhMqqhhA\00006.wav,id10900,impostor,False,False,1.0059523831254211,231.64590000124008
voxceleb1\wav\id10476\W5nH1YBDHUg\00002.wav,id10802,impostor,False,False,0.9523892257413217,250.84090000018477
voxceleb1\wav\id10736\KdHADpeCUe8\00001.wav,id10736,id10736,True,False,0.5131931190304013,235.74420000113605
voxceleb1\wav\id10476\W5nH1YBDHUg\00003.wav,id10921,impostor,False,False,0.909613371571229,238.9088999989326
voxceleb1\wav\id10600\Pxh-ihSUOTk\00003.wav,id10912,impostor,False,False,0.9859524720819689,252.61460000001534
voxceleb1\wav\id10745\5EPvrY18MoQ\00007.wav,id10745,id10745,True,True,0.2320208898585605,239.15019999913056
voxceleb1\wav\id10824\BgTZDSJKLks\00004.wav,id10824,id10824,True,False,0.42300163491175635,234.44779999954335
voxceleb1\wav\id10456\M2oGSkEpyEc\00002.wav,id10994,impostor,False,False,0.9825976377908793,250.96359999952256
voxceleb1\wav\id10762\3nd2hWTR0LQ\00003.wav,id10508,impostor,False,False,0.9147933407752428,255.54030000057537
voxceleb1\wav\id10824\Ez1o4NcC7pY\00002.wav,id10592,impostor,False,False,0.9672040782605983,277.7559999994992
voxceleb1\wav\id10456\L6TBYanT-fQ\00004.wav,id10456,id10456,True,False,0.4191659646640734,307.68129999887606
voxceleb1\wav\id10921\3eOLzFdEjYU\00005.wav,id10530,impostor,False,False,0.8326488662543783,292.00349999882746
voxceleb1\wav\id11175\9jq2l0AMcNA\00016.wav,id11175,id11175,True,False,0.45617550444692834,294.21999999976833
voxceleb1\wav\id10950\ABumGmJrM4U\00002.wav,id10802,impostor,False,False,0.9653782980066488,290.75190000003204
voxceleb1\wav\id10912\2yUgv3B_YcI\00018.wav,id10329,impostor,False,False,1.005811528778967,271.0700999996334
voxceleb1\wav\id10329\EXBuk_FwHu0\00027.wav,id10329,id10329,True,True,0.28032921724306825,264.81539999986126
voxceleb1\wav\id10476\O_k91Sbd0vw\00001.wav,id10476,id10476,True,True,0.3319162637777541,241.67860000125074
voxceleb1\wav\id10950\8pDGaKmyWhU\00008.wav,id10950,id10950,True,False,0.4224150037922939,243.59129999902507
voxceleb1\wav\id10400\QS6RrYT7KKM\00004.wav,id10756,impostor,False,False,0.9368626689291522,253.57880000046862
voxceleb1\wav\id10862\2bn9i9re2yI\00018.wav,id11112,impostor,False,False,1.010455895630645,252.00080000104208
voxceleb1\wav\id10456\Lrgya-GutUg\00006.wav,id10802,impostor,False,False,0.9304243465786319,255.930499999522
voxceleb1\wav\id10530\B8oeUlhmqFE\00001.wav,id10530,id10530,True,False,0.40427589768781746,244.15890000091167
voxceleb1\wav\id10946\CSMzcozTg08\00006.wav,id11142,impostor,False,False,0.9574699833995679,251.52170000001206
voxceleb1\wav\id11059\89FrzqI2x0A\00008.wav,id10900,impostor,False,False,0.9734769435107545,257.05680000100983
voxceleb1\wav\id11048\O8yIcoe2doA\00008.wav,id11048,id11048,True,True,0.35113172832210593,269.6934000014153
voxceleb1\wav\id10862\2bn9i9re2yI\00016.wav,id11009,impostor,False,False,1.0577572563949476,251.29870000091614
voxceleb1\wav\id11112\FUiiruCPVTI\00005.wav,id11112,id11112,True,True,0.3355305671987613,262.66260000011243
voxceleb1\wav\id10912\2yUgv3B_YcI\00016.wav,id10900,impostor,False,False,0.9297008742903822,259.7005000006902
voxceleb1\wav\id11175\9jq2l0AMcNA\00014.wav,id11175,id11175,True,True,0.3581648580260386,290.01590000007127
voxceleb1\wav\id11048\O8yIcoe2doA\00007.wav,id10797,impostor,False,False,0.8649090642205642,246.75659999957134
voxceleb1\wav\id10862\2bn9i9re2yI\00023.wav,id10912,impostor,False,False,1.0089453508250874,235.66720000053465
voxceleb1\wav\id10946\QgAJv0CXl-4\00004.wav,id10946,id10946,True,False,0.5011703504444168,247.88210000042454
voxceleb1\wav\id10600\Pxh-ihSUOTk\00001.wav,id10797,impostor,False,False,0.8932880545572099,241.33959999926446
voxceleb1\wav\id10946\CSMzcozTg08\00007.wav,id11045,impostor,False,False,0.9789246311177292,281.9753000003402
voxceleb1\wav\id11073\9sGEfsatKi8\00007.wav,id11073,id11073,True,True,0.3374025402787795,271.7572999990807
voxceleb1\wav\id10592\JP1fI0BtcGM\00001.wav,id10592,id10592,True,False,0.4787638918984165,267.9225000010774
voxceleb1\wav\id10645\PpufCRHg9os\00003.wav,id10946,impostor,False,False,0.8649617261552457,279.52150000055553
voxceleb1\wav\id10950\9Mp7dxHrLSo\00001.wav,id11073,impostor,False,False,0.9407899499811918,262.8793999992922
voxceleb1\wav\id11251\K7BJPsQgDP8\00001.wav,id11251,id11251,True,False,0.5772909223652596,248.49119999998948
voxceleb1\wav\id10762\3sfzgqqtbKM\00004.wav,id10456,impostor,False,False,0.9726680853454063,243.69509999996808
voxceleb1\wav\id10762\3sfzgqqtbKM\00005.wav,id10762,id10762,True,True,0.38459875046045366,261.4140000005136
voxceleb1\wav\id10400\QS6RrYT7KKM\00006.wav,id10946,impostor,False,False,0.897884650412379,251.53249999857508
voxceleb1\wav\id10329\EXBuk_FwHu0\00027.wav,id10802,impostor,False,False,0.9529354420360108,251.5670000011596
voxceleb1\wav\id11073\9sGEfsatKi8\00002.wav,id10921,impostor,False,False,0.736855118715254,240.0297000003775
voxceleb1\wav\id10329\EXBuk_FwHu0\00015.wav,id10329,id10329,True,True,0.2692966170336185,264.8575000002893
voxceleb1\wav\id10824\BgTZDSJKLks\00002.wav,id10824,id10824,True,False,0.46303606503587813,265.90459999897575
voxceleb1\wav\id10950\8pDGaKmyWhU\00003.wav,id10950,id10950,True,False,0.5067070968859346,248.7951000002795
voxceleb1\wav\id11251\Drcw9TLFNb0\00001.wav,id11251,id11251,True,True,0.3458468345921113,241.01399999926798
voxceleb1\wav\id10786\9w-EimtMXWs\00008.wav,id10921,impostor,False,False,0.8803673637302795,252.10089999927732
voxceleb1\wav\id10912\2yUgv3B_YcI\00014.wav,id11009,impostor,False,False,0.9568682330132932,252.01890000062122
voxceleb1\wav\id10456\VTt_jQv2I8s\00001.wav,id10456,id10456,True,False,0.41268424793561875,239.6444000005431
voxceleb1\wav\id10329\EXBuk_FwHu0\00024.wav,id10329,id10329,True,False,0.4039721396342828,255.2529999993567
voxceleb1\wav\id11142\Gicu1gUl6iw\00014.wav,id11251,impostor,False,False,0.9500845797047576,263.7501000008342
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00003.wav,id10875,id10875,True,True,0.2726884379303933,263.6629000007815
voxceleb1\wav\id10756\3kvWhMqqhhA\00001.wav,id11009,impostor,False,False,0.8440318687258818,269.6195999997144
voxceleb1\wav\id11059\9ow-Q4wUAgc\00004.wav,id11059,id11059,True,True,0.3363186178847668,260.59929999973974
voxceleb1\wav\id10400\QS6RrYT7KKM\00005.wav,id11059,impostor,False,False,0.8049414254656869,324.3118999998842
voxceleb1\wav\id10645\OY_D-xhu9U8\00006.wav,id10645,id10645,True,True,0.3770239227853607,304.8607999990054
voxceleb1\wav\id10508\OZxQo0H6O28\00009.wav,id10745,impostor,False,False,0.9334078815231882,291.5372000006755
voxceleb1\wav\id10530\B8oeUlhmqFE\00003.wav,id10862,impostor,False,False,0.7981028275774021,280.00969999993686
voxceleb1\wav\id10645\OY_D-xhu9U8\00002.wav,id10645,id10645,True,False,0.4135357707964299,280.1419999996142
voxceleb1\wav\id10875\bDzNAlq_PXY\00006.wav,id10824,impostor,False,False,0.8836962621809031,269.2031999995379
voxceleb1\wav\id11059\NbVrCKilytE\00002.wav,id11059,id11059,True,True,0.4002051114165921,269.438799999989
voxceleb1\wav\id10456\Lrgya-GutUg\00002.wav,id10476,impostor,False,False,0.9831564949247991,272.9572000007465
voxceleb1\wav\id10802\IURLbUMafXs\00002.wav,id10802,id10802,True,True,0.312853822866909,263.9710000003106
voxceleb1\wav\id11045\5AQnA6DzZ80\00002.wav,id11045,id11045,True,False,0.4357878663787267,276.24590000050375
voxceleb1\wav\id10600\Pxh-ihSUOTk\00008.wav,id10600,id10600,True,True,0.369440298289888,264.93049999953655
voxceleb1\wav\id10946\QgAJv0CXl-4\00005.wav,id11083,impostor,False,False,0.9347030759814622,259.12400000015623
voxceleb1\wav\id10476\W5nH1YBDHUg\00006.wav,id10456,impostor,False,False,0.9596872577095823,242.86209999991115
voxceleb1\wav\id10762\3sfzgqqtbKM\00002.wav,id10600,impostor,False,False,0.9456236343200992,256.87939999988885
voxceleb1\wav\id11059\P_Z5IEJRk4Y\00001.wav,id10508,impostor,False,False,1.121945151487894,262.4178000005486
voxceleb1\wav\id11009\FUemeogd1lA\00002.wav,id11009,id11009,True,True,0.3804196844570462,260.4487999997218
voxceleb1\wav\id10994\5GLhL4Km-_0\00008.wav,id10797,impostor,False,False,0.9693841229276386,265.6770999983564
voxceleb1\wav\id10745\9NpQb6wgnNI\00001.wav,id10824,impostor,False,False,0.873388467703726,273.88059999975667
voxceleb1\wav\id10950\8pDGaKmyWhU\00004.wav,id11073,impostor,False,False,0.9504093812491486,276.9581000011385
voxceleb1\wav\id10592\N6Xz7-IZvVo\00003.wav,id10592,id10592,True,False,0.4256115571992676,253.01959999887913
voxceleb1\wav\id10736\Wx-dJoKmZQk\00003.wav,id10736,id10736,True,True,0.38424215121084804,271.2498999990203
voxceleb1\wav\id10921\B8oFwcURrps\00005.wav,id10921,id10921,True,True,0.28574290078329334,252.88539999928616
voxceleb1\wav\id10600\ILvCnoHCpMs\00002.wav,id10736,impostor,False,False,1.0489505227881926,247.14570000105596
voxceleb1\wav\id10921\B8oFwcURrps\00003.wav,id10921,id10921,True,True,0.32393153529381,261.62440000007336
voxceleb1\wav\id11059\NbVrCKilytE\00003.wav,id11059,id11059,True,False,0.4025378625567153,276.740699999209
voxceleb1\wav\id10745\A8-uShr2gJc\00001.wav,id10745,id10745,True,True,0.3472755494930577,279.3927000002441
voxceleb1\wav\id10786\CWtlsidCW0w\00003.wav,id10950,impostor,False,False,0.9204513468965443,284.0753999989829
voxceleb1\wav\id10745\5EPvrY18MoQ\00008.wav,id10745,id10745,True,True,0.22200839619815393,282.1566000002349
voxceleb1\wav\id11112\F-f32mt56js\00005.wav,id11112,id11112,True,True,0.33522231871336783,264.02950000010605
voxceleb1\wav\id10797\BDhnUQwGYAo\00010.wav,id10797,id10797,True,False,0.4977333213528107,266.33870000114257
voxceleb1\wav\id10756\3kvWhMqqhhA\00008.wav,id10756,id10756,True,True,0.3098759595628675,254.32360000013432
voxceleb1\wav\id10912\2yUgv3B_YcI\00021.wav,id10786,impostor,False,False,0.9922255419137106,257.0534000005864
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00007.wav,id10875,id10875,True,True,0.2969552226945733,261.21669999884034
voxceleb1\wav\id11083\HZE1wgLEXBw\00001.wav,id11083,id11083,True,True,0.3975487647283016,278.4551000004285
voxceleb1\wav\id10329\EXBuk_FwHu0\00014.wav,id10736,impostor,False,False,0.8981303501001227,293.10780000014347
voxceleb1\wav\id10476\agQ0RfUEo14\00006.wav,id10921,impostor,False,False,0.8514241507191795,318.3186000005662
voxceleb1\wav\id10862\2bn9i9re2yI\00027.wav,id10862,id10862,True,True,0.25418566030984113,310.4743000003509
voxceleb1\wav\id10736\QhWw4AxHRrQ\00002.wav,id10736,id10736,True,False,0.44957119275957,278.47579999979644
voxceleb1\wav\id10994\5GLhL4Km-_0\00009.wav,id10994,id10994,True,True,0.36105742974763577,328.6325000008219
voxceleb1\wav\id10946\QgAJv0CXl-4\00007.wav,id10946,id10946,True,False,0.469431930629137,292.08939999989525
voxceleb1\wav\id10994\5GLhL4Km-_0\00015.wav,id10994,id10994,True,True,0.3065448656265197,288.88980000010633
voxceleb1\wav\id11142\Gicu1gUl6iw\00009.wav,id10756,impostor,False,False,0.6414600293376853,289.149099999122
voxceleb1\wav\id10508\EDU4oSS3pow\00001.wav,id10508,id10508,True,False,0.6025280207259003,290.24480000043695
voxceleb1\wav\id10329\EXBuk_FwHu0\00020.wav,id10592,impostor,False,False,0.9173992555740319,273.09649999915564
voxceleb1\wav\id10786\CWtlsidCW0w\00004.wav,id10786,id10786,True,True,0.30005931339380054,287.9734999987704
voxceleb1\wav\id10645\FvwFfMvvIQ0\00002.wav,id10645,id10645,True,False,0.4534679176935785,436.6289000008692
voxceleb1\wav\id10862\2bn9i9re2yI\00011.wav,id11048,impostor,False,False,0.8952620073968671,347.2417000011774
voxceleb1\wav\id10762\1ZWoxzrBYH8\00013.wav,id10762,id10762,True,True,0.3678054099223501,300.30319999968924
voxceleb1\wav\id11142\Gicu1gUl6iw\00003.wav,id10824,impostor,False,False,0.9480865751345682,296.71500000040396
voxceleb1\wav\id10786\9w-EimtMXWs\00009.wav,id10824,impostor,False,False,1.013748985418758,285.80439999859664
voxceleb1\wav\id10802\FuJgSCtw2VA\00009.wav,id10802,id10802,True,False,0.4132238643938292,268.70450000023993
voxceleb1\wav\id10329\EXBuk_FwHu0\00019.wav,id10329,id10329,True,True,0.3810854476437212,276.7788000001019
voxceleb1\wav\id10400\UkZsd-dpZTg\00007.wav,id10400,id10400,True,False,0.41320653331557444,264.4133000012516
voxceleb1\wav\id10762\3sfzgqqtbKM\00006.wav,id11048,impostor,False,False,0.9282548792487245,306.14479999894684
voxceleb1\wav\id11112\BtvYf7-8Vr4\00004.wav,id11112,id11112,True,False,0.40140840189829197,310.22889999985637
voxceleb1\wav\id10921\0Pz31wdsopU\00009.wav,id10921,id10921,True,True,0.24503138843512884,350.12449999885575
voxceleb1\wav\id11045\IdJCSNPZRY4\00001.wav,id10530,impostor,False,False,0.9715893302878166,413.3158000004187
voxceleb1\wav\id10900\92CmdoV27Es\00002.wav,id10900,id10900,True,False,0.5414722531196188,350.54130000025907
voxceleb1\wav\id10862\2bn9i9re2yI\00026.wav,id10862,id10862,True,True,0.2322264057747918,326.02810000025784
voxceleb1\wav\id11059\NvZ7wAj3STs\00001.wav,id10950,impostor,False,False,0.9525100169434143,362.1404999994411
voxceleb1\wav\id10736\QhWw4AxHRrQ\00004.wav,id10476,impostor,False,False,0.9635858440306361,305.70260000058624
voxceleb1\wav\id11009\77WS8eN5h3s\00010.wav,id10329,impostor,False,False,0.9520873329838967,317.12440000046627
voxceleb1\wav\id10875\bDzNAlq_PXY\00002.wav,id10875,id10875,True,True,0.3393279042333781,313.43290000040724
voxceleb1\wav\id10921\0Pz31wdsopU\00010.wav,id10921,id10921,True,True,0.2958856341842435,347.4817999995139
voxceleb1\wav\id10762\3sfzgqqtbKM\00003.wav,id10762,id10762,True,False,0.44370065367059064,282.3403000002145
voxceleb1\wav\id10762\3nd2hWTR0LQ\00002.wav,id10762,id10762,True,True,0.38472273051235495,318.0456999998569
voxceleb1\wav\id10797\BDhnUQwGYAo\00008.wav,id10329,impostor,False,False,0.8843064035869042,405.8850999990682
voxceleb1\wav\id10756\3xOseyV7srA\00001.wav,id11112,impostor,False,False,0.8623774016877672,407.3867999995855
voxceleb1\wav\id10745\GeM07WoKPRQ\00003.wav,id10745,id10745,True,True,0.3122867165422326,395.07530000082625
voxceleb1\wav\id11048\O8yIcoe2doA\00003.wav,id11112,impostor,False,False,0.9651898011006157,339.17120000114664
voxceleb1\wav\id11048\P8-Fq-2Atiw\00006.wav,id11048,id11048,True,True,0.35859375193839405,343.940400000065
voxceleb1\wav\id10994\5GLhL4Km-_0\00014.wav,id10994,id10994,True,True,0.35399786297050106,341.4463999997679
voxceleb1\wav\id10824\Ez1o4NcC7pY\00001.wav,id10802,impostor,False,False,0.9578757801004784,351.2606999993295
voxceleb1\wav\id11083\e216s0XVJIA\00001.wav,id10921,impostor,False,False,1.1425197704892085,319.71510000039416
voxceleb1\wav\id11112\F-f32mt56js\00007.wav,id11112,id11112,True,True,0.3816957639262324,302.43590000100085
voxceleb1\wav\id10530\7Qk9YtRpUe0\00002.wav,id10530,id10530,True,True,0.3366430488633392,297.01849999946717
voxceleb1\wav\id10786\BP8Lsp8p8iY\00001.wav,id10786,id10786,True,False,0.4557317644835226,299.44780000005267
voxceleb1\wav\id11045\2miKTQb6chA\00009.wav,id11009,impostor,False,False,1.006569572207534,299.03790000025765
voxceleb1\wav\id10600\Pxh-ihSUOTk\00005.wav,id10994,impostor,False,False,1.0841368848928128,286.1661999995704
voxceleb1\wav\id11112\F-f32mt56js\00001.wav,id11112,id11112,True,True,0.33251973935384815,284.8862000009831
voxceleb1\wav\id10797\PAWMq0oYIxI\00001.wav,id10797,id10797,True,False,0.412313431482938,277.4392999999691
voxceleb1\wav\id10645\PpufCRHg9os\00001.wav,id10645,id10645,True,True,0.3217371832189593,276.388100000986
voxceleb1\wav\id10824\BgTZDSJKLks\00003.wav,id11059,impostor,False,False,0.9267428822594463,273.3159999988857
voxceleb1\wav\id10456\Lrgya-GutUg\00009.wav,id10456,id10456,True,True,0.3776449357876812,274.18410000063886
voxceleb1\wav\id11175\9jq2l0AMcNA\00018.wav,id11175,id11175,True,False,0.4991587388642179,303.0471000001853
voxceleb1\wav\id10994\5GLhL4Km-_0\00007.wav,id10994,id10994,True,True,0.3330522127573099,283.1802000000607
voxceleb1\wav\id10786\9w-EimtMXWs\00012.wav,id10786,id10786,True,True,0.20703064820955497,330.5227000000741
voxceleb1\wav\id10862\2bn9i9re2yI\00024.wav,id10797,impostor,False,False,0.8815976987512661,401.5828000010515
voxceleb1\wav\id10508\OZxQo0H6O28\00003.wav,id10736,impostor,False,False,0.869410541246085,318.1306999995286
voxceleb1\wav\id10950\8pDGaKmyWhU\00004.wav,id10950,id10950,True,False,0.5020701533204328,313.1909999992786
voxceleb1\wav\id11142\2n8y1cwQoyo\00006.wav,id11073,impostor,False,False,0.9129741284837178,343.49589999874297
voxceleb1\wav\id10875\bDzNAlq_PXY\00013.wav,id10921,impostor,False,False,0.8186895480001382,338.27630000087083
voxceleb1\wav\id10530\CKRWmWrEU00\00009.wav,id10530,id10530,True,True,0.349672032191919,307.2976000003109
voxceleb1\wav\id10592\JP1fI0BtcGM\00001.wav,id10994,impostor,False,False,1.0075674229826577,295.7334000002447
voxceleb1\wav\id10329\EXBuk_FwHu0\00025.wav,id10786,impostor,False,False,0.9162364009506887,324.3768000011187
voxceleb1\wav\id10921\B8oFwcURrps\00010.wav,id10921,id10921,True,True,0.24721248854007705,292.90039999978035
voxceleb1\wav\id10456\VTt_jQv2I8s\00001.wav,id10875,impostor,False,False,0.9099119407596673,288.83180000048014
voxceleb1\wav\id11059\P_Z5IEJRk4Y\00001.wav,id11059,id11059,True,True,0.3848035174506529,282.2806000003766
voxceleb1\wav\id10645\OY_D-xhu9U8\00005.wav,id10508,impostor,False,False,0.9379947429219972,268.0990999997448
voxceleb1\wav\id10476\W5nH1YBDHUg\00005.wav,id10802,impostor,False,False,0.975523134637623,277.42550000039046
voxceleb1\wav\id10530\B8oeUlhmqFE\00005.wav,id10645,impostor,False,False,0.8978411907770005,278.97699999994074
voxceleb1\wav\id10946\CSMzcozTg08\00005.wav,id10946,id10946,True,True,0.27954706514004457,274.0257000004931
voxceleb1\wav\id10476\O_k91Sbd0vw\00002.wav,id10476,id10476,True,True,0.318931034741733,273.15050000106567
voxceleb1\wav\id11112\F-f32mt56js\00003.wav,id11112,id11112,True,True,0.3056763696824424,263.1801000006817
voxceleb1\wav\id11175\9jq2l0AMcNA\00008.wav,id10875,impostor,False,False,0.9374514697809034,277.8931000011653
voxceleb1\wav\id10329\EXBuk_FwHu0\00026.wav,id11048,impostor,False,False,0.8446852213188194,265.80269999976736
voxceleb1\wav\id10994\5GLhL4Km-_0\00011.wav,id10994,id10994,True,True,0.3850603774257755,274.36610000040673
voxceleb1\wav\id10762\3sfzgqqtbKM\00001.wav,id11045,impostor,False,False,0.8758381691349597,280.3332000003138
voxceleb1\wav\id11251\Dfid1LOxOT8\00001.wav,id10508,impostor,False,False,0.937455685296858,271.8703999998979
voxceleb1\wav\id10912\2yUgv3B_YcI\00011.wav,id10912,id10912,True,True,0.30173639381072503,302.55659999966156
voxceleb1\wav\id10797\BDhnUQwGYAo\00002.wav,id10797,id10797,True,False,0.5373630102586726,302.18129999957455
voxceleb1\wav\id10802\FuJgSCtw2VA\00009.wav,id10329,impostor,False,False,0.8937412118179789,292.98000000017055
voxceleb1\wav\id10592\MtgOR5RLIgE\00004.wav,id10592,id10592,True,True,0.3452387508003648,288.8149999998859
voxceleb1\wav\id10736\QhWw4AxHRrQ\00001.wav,id10736,id10736,True,False,0.5453905452205101,269.8135999999067
voxceleb1\wav\id10802\FuJgSCtw2VA\00001.wav,id10456,impostor,False,False,0.8506892227032459,280.11770000011893
voxceleb1\wav\id10950\AN6ap6hG9OI\00001.wav,id10862,impostor,False,False,0.8916457738772136,274.5188999997481
voxceleb1\wav\id10756\1PV6BHn4IqE\00007.wav,id10476,impostor,False,False,1.025451885927455,281.4368999988801
voxceleb1\wav\id10994\5GLhL4Km-_0\00013.wav,id11048,impostor,False,False,0.875907564370045,272.66840000083903
voxceleb1\wav\id10946\QgAJv0CXl-4\00006.wav,id10946,id10946,True,False,0.5337886946567293,270.8591999999044
voxceleb1\wav\id10736\YA6ZeBUaNKM\00001.wav,id10786,impostor,False,False,0.9031894788066198,262.1690000014496
voxceleb1\wav\id10762\3nd2hWTR0LQ\00003.wav,id10762,id10762,True,False,0.5481119459021597,264.3537000003562
voxceleb1\wav\id10875\bDzNAlq_PXY\00012.wav,id10875,id10875,True,True,0.28624654304167463,272.027099999832
voxceleb1\wav\id10476\W5nH1YBDHUg\00004.wav,id10476,id10476,True,True,0.2901866076499655,270.73469999959343
voxceleb1\wav\id10797\BDhnUQwGYAo\00014.wav,id10797,id10797,True,False,0.4825000711924139,264.9996000000101
voxceleb1\wav\id10592\N6Xz7-IZvVo\00004.wav,id10824,impostor,False,False,0.9173516879674526,268.3501999999862
